Rl Ql fl Rxd Qxd fxd Ryd Qyd fyd
0.0000000000e+00	1.0000000000e+00	1.7643016000e+09	2.7914380015e+01	1.0000000000e+00	1.7643016000e+09	2.7914380015e+01	1.0000000000e+00	1.7643016000e+09
0.0000000000e+00	1.0000000000e+00	1.7680333000e+09	3.3587804637e+01	1.0000000000e+00	1.7680333000e+09	3.3587804637e+01	1.0000000000e+00	1.7680333000e+09
0.0000000000e+00	1.0000000000e+00	1.7822440000e+09	2.7198582185e+01	1.0000000000e+00	1.7822440000e+09	2.7198582185e+01	1.0000000000e+00	1.7822440000e+09
9.4912314492e-01	1.0000000000e+00	1.8142925000e+09	0.0000000000e+00	1.0000000000e+00	1.8142925000e+09	0.0000000000e+00	1.0000000000e+00	1.8142925000e+09
0.0000000000e+00	1.0000000000e+00	1.8211978000e+09	2.1581351446e+00	1.0000000000e+00	1.8211978000e+09	2.1581351446e+00	1.0000000000e+00	1.8211978000e+09
0.0000000000e+00	1.0000000000e+00	1.8386793000e+09	2.6248731880e+00	1.0000000000e+00	1.8386793000e+09	2.6248731880e+00	1.0000000000e+00	1.8386793000e+09
7.9655968176e-01	1.0000000000e+00	1.8417085000e+09	0.0000000000e+00	1.0000000000e+00	1.8417085000e+09	0.0000000000e+00	1.0000000000e+00	1.8417085000e+09
1.6546503903e-01	1.0000000000e+00	1.8497052000e+09	0.0000000000e+00	1.0000000000e+00	1.8497052000e+09	0.0000000000e+00	1.0000000000e+00	1.8497052000e+09
2.9028689281e-02	1.0000000000e+00	1.8528841000e+09	0.0000000000e+00	1.0000000000e+00	1.8528841000e+09	0.0000000000e+00	1.0000000000e+00	1.8528841000e+09
0.0000000000e+00	1.0000000000e+00	1.8753510000e+09	1.0590299970e+00	1.0000000000e+00	1.8753510000e+09	1.0590299970e+00	1.0000000000e+00	1.8753510000e+09
7.5368936035e-02	1.0000000000e+00	1.8953508000e+09	0.0000000000e+00	1.0000000000e+00	1.8953508000e+09	0.0000000000e+00	1.0000000000e+00	1.8953508000e+09
0.0000000000e+00	1.0000000000e+00	1.9129467000e+09	2.1466247084e+00	1.0000000000e+00	1.9129467000e+09	2.1466247084e+00	1.0000000000e+00	1.9129467000e+09
0.0000000000e+00	1.0000000000e+00	1.9222633000e+09	2.9376782173e+00	1.0000000000e+00	1.9222633000e+09	2.9376782173e+00	1.0000000000e+00	1.9222633000e+09
0.0000000000e+00	1.0000000000e+00	1.9275422000e+09	6.8232269016e+00	1.0000000000e+00	1.9275422000e+09	6.8232269016e+00	1.0000000000e+00	1.9275422000e+09
2.1314368560e-01	1.0000000000e+00	1.9468279000e+09	0.0000000000e+00	1.0000000000e+00	1.9468279000e+09	0.0000000000e+00	1.0000000000e+00	1.9468279000e+09
