sigx[m]	Betax[m]	Name	tilt2[rad]	Angle[rad]	Material	Betay[m]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00049424	483.4921299	TCDQA.A4R6.B	0	0	graphite	161.4093708	0.04	0.0044975871	0	0.00028557	3	71	9.1
0.0004998	494.4210978	TCDQA.C4R6.B	0	0	CU300K_in_TDI	165.4845784	5e-06	0.0045481352	0	0.00028915	3	73	9.1
0.0004998	494.4210978	TCDQA.C4R6.B	0	0	CFC	165.4845784	0.035	0.0045481352	0	0.00028915	3	73	9.1
0.0004998	494.4210978	TCDQA.C4R6.B	0	0	graphite	165.4845784	0.04	0.0045481352	0	0.00028915	3	73	9.1
0.00050538	505.523762	TCDQA.B4R6.B	0	0	CU300K_in_TDI	169.7648307	5e-06	0.0045989179	0	0.00029286	3	72	9.1
0.00050538	505.523762	TCDQA.B4R6.B	0	0	CFC	169.7648307	0.035	0.0045989179	0	0.00029286	3	72	9.1
0.00050538	505.523762	TCDQA.B4R6.B	0	0	graphite	169.7648307	0.04	0.0045989179	0	0.00029286	3	72	9.1
0.00051155	517.9533409	TCSP.A4R6.B1	0	0	C	174.7164254	0.025	0.0046551126	0	0.00029711	1	74	9.1
0.00028268	158.1662449	TCP.D6L7.B1	0	1.571	CFC	78.30080751	0.025	0.0010939294	0	0.0001989	0.6	10	5.5
0.00027516	149.8626103	TCP.C6L7.B1	0	0	CFC	82.80403705	0.025	0.0015133968	0	0.00020454	0.6	11	5.5
0.00026769	141.8348245	TCP.B6L7.B1	0	2.215	CFC	87.53253457	0.025	0.0012794914	0	0.00021029	0.6	12	5.5
0.00014183	39.81587836	TCSG.A6L7.B1	0	2.46266	CFC	227.0536303	0.025	0.0019169885	0	0.00033869	1	16	8
0.00028479	160.5351631	TCSG.B5L7.B1	0	2.50455	CFC	166.5974591	0.025	0.0022935101	0	0.00029012	1	18	8
0.00030702	186.5722322	TCSG.A5L7.B1	0	0.71035	CFC	146.0010224	0.025	0.0023398478	0	0.00027159	1	20	8
0.00041067	333.8078445	TCSG.D4L7.B1	0	1.5708	CFC	68.88169085	0.025	0.0014924004	0	0.00018655	1	22	8
0.00026574	139.7784523	TCSG.B4L7.B1	0	0	CFC	130.9199919	0.025	0.0021259526	0	0.00025719	1	26	8
0.00025495	128.65598	TCSG.A4L7.B1	0	2.34921	CFC	141.2132775	0.025	0.0020894706	0	0.0002671	1	28	8
0.00024441	118.2332383	TCSG.A4R7.B1	0	0.80809	CFC	152.1314384	0.025	0.0020966461	0	0.00027724	1	30	8
0.00024801	121.7428277	TCSG.B5R7.B1	0	2.46964	CFC	267.452998	0.025	0.0024004825	0	0.00036759	1	36	8
0.00032872	213.8780706	TCSG.D5R7.B1	0	0.8971	CFC	158.4865434	0.025	0.0024128237	0	0.00028297	1	40	8
0.00034926	241.4383371	TCSG.E5R7.B1	0	2.27765	CFC	136.0634854	0.025	0.0024159172	0	0.00026219	1	42	8
0.00041209	336.1184508	TCSG.6R7.B1	0	0.00873	CFC	47.36441225	0.025	0.0032965937	0	0.00015469	1	44	8
0.00038766	297.4440612	TCLA.A6R7.B1	0	1.571	W	48.17072787	0.025	0.002184053	0	0.000156	1	50	14
0.00028422	159.8850127	TCLA.B6R7.B1	0	0	W	76.43224241	0.025	0.0039790133	0	0.00019651	1	51	14
0.00018658	68.90288651	TCLA.C6R7.B1	0	1.571	W	151.9543524	0.025	0.0038790742	0	0.00027708	1	52	14
0.00018167	65.32572003	TCLA.D6R7.B1	0	0	W	157.9841622	0.025	0.0025433939	0	0.00028252	1	53	14
0.00018109	64.90791146	TCLA.A7R7.B1	0	0	W	146.5037667	0.025	0.0025352473	0	0.00027206	1	54	14
0.00015387	46.86344413	TCTPH.4L8.B1	0	0	W	48.31532845	0.025	0.0056932769	0	0.00015624	1	60	37
0.00015645	48.44685423	TCTPV.4L8.B1	0	1.571	W	46.18142755	0.025	0.0056516972	0	0.00015275	1	62	37
0.00028293	158.442326	TCTPH.4L1.B1	0	0	W	78.75227172	0.025	0.0104684121	0	0.00019947	1	55	37
0.00028072	155.9816119	TCTPV.4L1.B1	0	1.571	W	78.91770004	0.025	0.0073880942	0	0.00019968	1	56	37
