sigx[m]	Betax[m]	Name	tilt2[rad]	Angle[rad]	Material	Betay[m]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00015343	46.59203167	TCTPH.4L2.B1	0	0	W	48.66507954	0.025	0.0056767665	0	0.0001568	1	57	37
0.00015598	48.1548163	TCTPV.4L2.B1	0	1.571	W	46.50401147	0.025	0.0056714018	0	0.00015328	1	61	37
0.00023447	108.8142276	TDI.4L2.B1.1	0	1.571	Ti_in_TDI	44.48982771	5e-06	0.1497750055	0	0.00014992	2.836	75	999
0.00023447	108.8142276	TDI.4L2.B1.1	0	1.571	HBN	44.48982771	0.054	0.1497750055	0	0.00014992	2.836	75	999
0.00023447	108.8142276	TDI.4L2.B1.2	0	1.571	CU300K_in_TDI	44.48982771	2e-06	0.1497750055	0	0.00014992	0.6	75	999
0.00023447	108.8142276	TDI.4L2.B1.2	0	1.571	Al	44.48982771	0.054	0.1497750055	0	0.00014992	0.6	75	999
0.00023447	108.8142276	TDI.4L2.B1.3	0	1.571	Cu	44.48982771	0.054	0.1497750055	0	0.00014992	0.7	75	999
0.00016256	52.30567744	TCLIA.4R2	0	1.571	C	128.3955088	0.033	0.2544391172	0	0.00025469	1	69	999
0.00036062	257.406733	TCLIB.6R2.B1	0	1.571	CFC	38.44175866	0.025	0.1392228899	0	0.00013936	1	70	999
0.00025777	131.5192136	TCP.6L3.B1	0	0	CFC	144.6429623	0.025	0.0038666008	0	0.00027033	0.6	1	15
0.000166	54.53888896	TCSG.5L3.B1	0	0	CFC	298.5034306	0.025	0.0029879211	0	0.00038835	1	2	18
0.00011515	26.24594132	TCSG.4R3.B1	0	0	CFC	395.2521933	0.025	0.0020727507	0	0.00044687	1	4	18
0.00013464	35.88271894	TCSG.A5R3.B1	0	2.98102	CFC	344.1681018	0.025	0.0026765244	0	0.00041699	1	6	18
0.00015168	45.53589895	TCSG.B5R3.B1	0	0.1989675347	CFC	312.7333303	0.025	0.0030270011	0	0.00039749	1	8	18
0.00026819	142.3642089	TCLA.A5R3.B1	0	1.571	W	176.0604782	0.025	0.0059649171	0	0.00029825	1	46	20
0.0002766	151.4345677	TCLA.B5R3.B1	0	0	W	168.7337052	0.025	0.0055320486	0	0.00029197	1	47	20
0.00025552	129.227414	TCLA.6R3.B1	0	0	W	168.7473568	0.025	0.0051103519	0	0.00029199	1	48	20
0.00018466	67.4940878	TCLA.7R3.B1	0	0	W	89.38935127	0.025	0.0036932299	0	0.00021251	1	49	20
0.00028234	157.7789551	TCTPH.4L5.B1	0	0	W	78.76436053	0.025	0.0104464744	0	0.00019948	1	58	37
0.00028014	155.3293371	TCTPV.4L5.B1	0	1.571	W	78.9297231	0.025	0.007388657	0	0.00019969	1	59	37
0.00049424	483.4921299	TCDQA.A4R6.B	0	0	CU300K_in_TDI	161.4093708	5e-06	0.0044975871	0	0.00028557	3	71	9.1
0.00049424	483.4921299	TCDQA.A4R6.B	0	0	CFC	161.4093708	0.035	0.0044975871	0	0.00028557	3	71	9.1
