sigx[m]	Betax[m]	Name	tilt2[rad]	Angle[rad]	Material	Betay[m]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00041209	336.1184508	TCSG.6R7.B1	0	0.00873	CFC	47.36441225	0.025	0.00308	0	0.00015469	1	44	7.463
0.00038766	297.4440612	TCLA.A6R7.B1	0	1.571	W	48.17072787	0.025	0.00173	0	0.000156	1	50	11.085
0.00028422	159.8850127	TCLA.B6R7.B1	0	0	W	76.43224241	0.025	0.00313	0	0.00019651	1	51	11.008
0.00018658	68.90288651	TCLA.C6R7.B1	0	1.571	W	151.9543524	0.025	0.00300	0	0.00027708	1	52	10.843
0.00018167	65.32572003	TCLA.D6R7.B1	0	0	W	157.9841622	0.025	0.00195	0	0.00028252	1	53	10.745
0.00018109	64.90791146	TCLA.A7R7.B1	0	0	W	146.5037667	0.025	0.00198	0	0.00027206	1	54	10.921
0.00015387	46.86344413	TCTPH.4L8.B1	0	0	W	48.31532845	0.025	0.01501	0	0.00015624	1	60	97.526
0.00015645	48.44685423	TCTPV.4L8.B1	0	1.571	W	46.18142755	0.025	0.01501	0	0.00015275	1	62	98.232
0.00028293	158.442326	TCTPH.4L1.B1	0	0	W	78.75227172	0.025	0.02504	0	0.00019947	1	55	88.487
0.00028072	155.9816119	TCTPV.4L1.B1	0	1.571	W	78.91770004	0.025	0.02505	0	0.00019968	1	56	125.436
