sigx[m]	Betax[m]	Name	tilt2[rad]	Angle[rad]	Material	Betay[m]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00015343	46.59203167	TCTPH.4L2.B1	0	0	W	48.66507954	0.025	0.01502	0	0.0001568	1	57	97.924
0.00015598	48.1548163	TCTPV.4L2.B1	0	1.571	W	46.50401147	0.025	0.01502	0	0.00015328	1	61	98.003
0.00023447	108.8142276	TDI.4L2.B1.1	0	1.571	Cu300K_in_TDI	44.48982771	2e-06	0.05509	0	0.00014992	2.826	75	367.429
0.00023447	108.8142276	TDI.4L2.B1.1	0	1.571	Ti	44.48982771	1e-07	0.05509	0	0.00014992	2.826	75	367.429
0.00023447	108.8142276	TDI.4L2.B1.1	0	1.571	graphite	44.48982771	0.054	0.05509	0	0.00014992	2.826	75	367.429
0.00023447	108.8142276	TDI.4L2.B1.2	0	1.571	Ti_in_TDI	44.48982771	1e-06	0.05509	0	0.00014992	0.6	75	367.429
0.00023447	108.8142276	TDI.4L2.B1.2	0	1.571	Al	44.48982771	0.054	0.05509	0	0.00014992	0.6	75	367.429
0.00023447	108.8142276	TDI.4L2.B1.3	0	1.571	CuCr1Zr	44.48982771	0.054	0.05509	0	0.00014992	0.7	75	367.429
0.00016256	52.30567744	TCLIA.4R2	0	1.571	C	128.3955088	0.033	0.02793	0	0.00025469	1	69	109.670
0.00036062	257.406733	TCLIB.6R2.B1	0	1.571	CFC	38.44175866	0.025	0.02488	0	0.00013936	1	70	178.510
0.00025777	131.5192136	TCP.6L3.B1	0	0	CFC	144.6429623	0.025	0.00384	0	0.00027033	0.6	1	14.904
0.000166	54.53888896	TCSG.5L3.B1	0	0	CFC	298.5034306	0.025	0.00299	0	0.00038835	1	2	18.026
0.00011515	26.24594132	TCSG.4R3.B1	0	0	CFC	395.2521933	0.025	0.00202	0	0.00044687	1	4	17.580
0.00013464	35.88271894	TCSG.A5R3.B1	0	2.98102	CFC	344.1681018	0.025	0.00271	0	0.00041699	1	6	18.239
0.00015168	45.53589895	TCSG.B5R3.B1	0	0.1989675347	CFC	312.7333303	0.025	0.00302	0	0.00039749	1	8	17.958
0.00026819	142.3642089	TCLA.A5R3.B1	0	1.571	W	176.0604782	0.025	0.00600	0	0.00029825	1	46	20.107
0.0002766	151.4345677	TCLA.B5R3.B1	0	0	W	168.7337052	0.025	0.00552	0	0.00029197	1	47	19.942
0.00025552	129.227414	TCLA.6R3.B1	0	0	W	168.7473568	0.025	0.00512	0	0.00029199	1	48	20.027
0.00018466	67.4940878	TCLA.7R3.B1	0	0	W	89.38935127	0.025	0.00368	0	0.00021251	1	49	19.945
0.00028234	157.7789551	TCTPH.4L5.B1	0	0	W	78.76436053	0.025	0.02501	0	0.00019948	1	58	88.589
0.00028014	155.3293371	TCTPV.4L5.B1	0	1.571	W	78.9297231	0.025	0.02501	0	0.00019969	1	59	125.232
0.00049424	483.4921299	TCDQA.A4R6.B	0	0	CU300K_in_TDI	161.4093708	5e-06	0.00225	0	0.00028557	3	71	4.553
0.00049424	483.4921299	TCDQA.A4R6.B	0	0	CFC	161.4093708	0.035	0.00225	0	0.00028557	3	71	4.553
0.00049424	483.4921299	TCDQA.A4R6.B	0	0	graphite	161.4093708	0.04	0.00225	0	0.00028557	3	71	4.553
0.0004998	494.4210978	TCDQA.C4R6.B	0	0	CU300K_in_TDI	165.4845784	5e-06	0.00225	0	0.00028915	3	73	4.502
0.0004998	494.4210978	TCDQA.C4R6.B	0	0	CFC	165.4845784	0.035	0.00225	0	0.00028915	3	73	4.502
0.0004998	494.4210978	TCDQA.C4R6.B	0	0	graphite	165.4845784	0.04	0.00225	0	0.00028915	3	73	4.502
0.00050538	505.523762	TCDQA.B4R6.B	0	0	CU300K_in_TDI	169.7648307	5e-06	0.00225	0	0.00029286	3	72	4.452
0.00050538	505.523762	TCDQA.B4R6.B	0	0	CFC	169.7648307	0.035	0.00225	0	0.00029286	3	72	4.452
0.00050538	505.523762	TCDQA.B4R6.B	0	0	graphite	169.7648307	0.04	0.00225	0	0.00029286	3	72	4.452
0.00051155	517.9533409	TCSP.A4R6.B1	0	0	C	174.7164254	0.025	0.00420	0	0.00029711	1	74	8.210
0.00028268	158.1662449	TCP.D6L7.B1	0	1.571	CFC	78.30080751	0.025	0.00069	0	0.0001989	0.6	10	3.461
0.00027516	149.8626103	TCP.C6L7.B1	0	0	CFC	82.80403705	0.025	0.00150	0	0.00020454	0.6	11	5.469
0.00026769	141.8348245	TCP.B6L7.B1	0	2.215	CFC	87.53253457	0.025	0.00127	0	0.00021029	0.6	12	5.464
0.00014183	39.81587836	TCSG.A6L7.B1	0	2.46266	CFC	227.0536303	0.025	0.00179	0	0.00033869	1	16	7.453
0.00028479	160.5351631	TCSG.B5L7.B1	0	2.50455	CFC	166.5974591	0.025	0.00214	0	0.00029012	1	18	7.479
0.00030702	186.5722322	TCSG.A5L7.B1	0	0.71035	CFC	146.0010224	0.025	0.00215	0	0.00027159	1	20	7.345
0.00041067	333.8078445	TCSG.D4L7.B1	0	1.5708	CFC	68.88169085	0.025	0.00141	0	0.00018655	1	22	7.574
0.00026574	139.7784523	TCSG.B4L7.B1	0	0	CFC	130.9199919	0.025	0.00198	0	0.00025719	1	26	7.458
0.00025495	128.65598	TCSG.A4L7.B1	0	2.34921	CFC	141.2132775	0.025	0.00197	0	0.0002671	1	28	7.541
0.00024441	118.2332383	TCSG.A4R7.B1	0	0.80809	CFC	152.1314384	0.025	0.00199	0	0.00027724	1	30	7.599
0.00024801	121.7428277	TCSG.B5R7.B1	0	2.46964	CFC	267.452998	0.025	0.00223	0	0.00036759	1	36	7.420
0.00032872	213.8780706	TCSG.D5R7.B1	0	0.8971	CFC	158.4865434	0.025	0.00224	0	0.00028297	1	40	7.428
0.00034926	241.4383371	TCSG.E5R7.B1	0	2.27765	CFC	136.0634854	0.025	0.00226	0	0.00026219	1	42	7.488
