sigx[m]	Betax[m]	Name	tilt2[rad]	Betay[m]	Material	Angle[rad]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00049465	484.2939229	TCDQA.A4R6.B	0	161.3884295	graphite	0	0.04	0.0041055948	0	0.00028555	3	71	8.3
0.00049465	484.2939229	TCDQA.A4R6.B	0	161.3884295	graphite	0	0.04	0.0041055948	0	0.00028555	3	71	8.3
0.00050022	495.2540874	TCDQA.C4R6.B	0	165.4589245	CU300K_in_TDI	0	5e-06	0.0041517922	0	0.00028913	3	73	8.3
0.00050022	495.2540874	TCDQA.C4R6.B	0	165.4589245	CU300K_in_TDI	0	5e-06	0.0041517922	0	0.00028913	3	73	8.3
0.00050022	495.2540874	TCDQA.C4R6.B	0	165.4589245	CFC	0	0.035	0.0041517922	0	0.00028913	3	73	8.3
0.00050022	495.2540874	TCDQA.C4R6.B	0	165.4589245	CFC	0	0.035	0.0041517922	0	0.00028913	3	73	8.3
0.00050022	495.2540874	TCDQA.C4R6.B	0	165.4589245	graphite	0	0.04	0.0041517922	0	0.00028913	3	73	8.3
0.00050022	495.2540874	TCDQA.C4R6.B	0	165.4589245	graphite	0	0.04	0.0041517922	0	0.00028913	3	73	8.3
0.00050581	506.3883554	TCDQA.B4R6.B	0	169.7343759	CU300K_in_TDI	0	5e-06	0.0041982029	0	0.00029284	3	72	8.3
0.00050581	506.3883554	TCDQA.B4R6.B	0	169.7343759	CU300K_in_TDI	0	5e-06	0.0041982029	0	0.00029284	3	72	8.3
0.00050581	506.3883554	TCDQA.B4R6.B	0	169.7343759	CFC	0	0.035	0.0041982029	0	0.00029284	3	72	8.3
0.00050581	506.3883554	TCDQA.B4R6.B	0	169.7343759	CFC	0	0.035	0.0041982029	0	0.00029284	3	72	8.3
0.00050581	506.3883554	TCDQA.B4R6.B	0	169.7343759	graphite	0	0.04	0.0041982029	0	0.00029284	3	72	8.3
0.00050581	506.3883554	TCDQA.B4R6.B	0	169.7343759	graphite	0	0.04	0.0041982029	0	0.00029284	3	72	8.3
0.000512	518.8532144	TCSP.A4R6.B1	0	174.6805807	C	0	0.025	0.0042495587	0	0.00029707	1	74	8.3
0.000512	518.8532144	TCSP.A4R6.B1	0	174.6805807	C	0	0.025	0.0042495587	0	0.00029707	1	74	8.3
0.00028331	158.86618	TCP.D6L7.B1	0	78.26267936	CFC	1.571	0.025	0.001093663	0	0.00019885	0.6	10	5.5
0.00028331	158.86618	TCP.D6L7.B1	0	78.26267936	CFC	1.571	0.025	0.001093663	0	0.00019885	0.6	10	5.5
0.00027577	150.5239872	TCP.C6L7.B1	0	82.7624326	CFC	0	0.025	0.0015167326	0	0.00020448	0.6	11	5.5
0.00027577	150.5239872	TCP.C6L7.B1	0	82.7624326	CFC	0	0.025	0.0015167326	0	0.00020448	0.6	11	5.5
0.00026828	142.4585043	TCP.B6L7.B1	0	87.48737094	CFC	2.215	0.025	0.0012806619	0	0.00021024	0.6	12	5.5
0.00026828	142.4585043	TCP.B6L7.B1	0	87.48737094	CFC	2.215	0.025	0.0012806619	0	0.00021024	0.6	12	5.5
