sigx[m]	Betax[m]	Name	tilt2[rad]	Angle[rad]	Material	Betay[m]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00062234	766.5875315	TCL.4R1.B1	0	0	CU	2142.807909	0.025	0.0093350278	0	0.0010405	1	63	15
0.00033532	222.5538305	TCL.5R1.B1	0	0	CU	1284.528735	0.025	0.0050298181	0	0.00080559	1	64	15
0.000096567	18.45734619	TCL.6R1.B1	0	0	W	466.1102216	0.025	0.0019313372	0	0.00048527	1	65	20
0.00015365	46.72778773	TCTPH.4L2.B1	0	0	W	48.65941834	0.025	0.0056850307	0	0.00015679	1	57	37
0.0001562	48.29473977	TCTPV.4L2.B1	0	1.571	W	46.49578203	0.025	0.0056708999	0	0.00015327	1	61	37
0.00023462	108.9565041	TDI.4L2.B1.1	0	1.571	Cu300K_in_TDI	44.46075788	2e-06	0.1497260657	0	0.00014988	2.826	75	999
0.00023462	108.9565041	TDI.4L2.B1.1	0	1.571	Ti	44.46075788	1e-07	0.1497260657	0	0.00014988	2.826	75	999
0.00023462	108.9565041	TDI.4L2.B1.1	0	1.571	graphite	44.46075788	0.054	0.1497260657	0	0.00014988	2.826	75	999
0.00023462	108.9565041	TDI.4L2.B1.2	0	1.571	Ti_in_TDI	44.46075788	1e-06	0.1497260657	0	0.00014988	0.6	75	999
0.00023462	108.9565041	TDI.4L2.B1.2	0	1.571	Al	44.46075788	0.054	0.1497260657	0	0.00014988	0.6	75	999
0.00023462	108.9565041	TDI.4L2.B1.3	0	1.571	CuCr1Zr	44.46075788	0.054	0.1497260657	0	0.00014988	0.7	75	999
0.00016255	52.2967253	TCLIA.4R2	0	1.571	C	128.3592439	0.033	0.2544031819	0	0.00025466	1	69	999
0.00036087	257.7620512	TCLIB.6R2.B1	0	1.571	CFC	38.42292229	0.025	0.1391887763	0	0.00013933	1	70	999
0.00025777	131.5206237	TCP.6L3.B1	0	0	CFC	144.6940235	0.025	0.0038666216	0	0.00027038	0.6	1	15
0.0001661	54.60461289	TCSG.5L3.B1	0	0	CFC	298.6239342	0.025	0.0029897209	0	0.00038842	1	2	18
