sigx[m]	Betax[m]	Name	tilt2[rad]	Angle[rad]	Material	Betay[m]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00019978	79.00060981	TCL.4L1.B2	0	0	CU	161.6032042	0.025	0.1995832962	0	0.00028574	1	1	999
0.00026978	144.0540692	TCL.5L1.B2	0	0	CU	131.9399319	0.025	0.2695080454	0	0.00025819	1	2	999
0.00022709	102.0719079	TCL.6L1.B2	0	0	W	157.0769063	0.025	0.2268621718	0	0.00028171	1	3	999
0.00015381	46.82260855	TCTPH.4R8.B2	0	0	W	48.31636739	0.025	0.0056907959	0	0.00015624	1	4	37
0.00015639	48.40652713	TCTPV.4R8.B2	0	1.57079632	W	46.18663087	0.025	0.0056520155	0	0.00015276	1	6	37
0.00023426	108.6240333	TDI.4L2.B1.1	0	1.57079632	Cu300K_in_TDI	44.47353869	2e-06	0.14974758	0	0.0001499	2.826	5	999
0.00023426	108.6240333	TDI.4L2.B1.1	0	1.57079632	Ti	44.47353869	1e-07	0.14974758	0	0.0001499	2.826	5	999
0.00023426	108.6240333	TDI.4L2.B1.1	0	1.57079632	graphite	44.47353869	0.054	0.14974758	0	0.0001499	2.826	5	999
0.00023426	108.6240333	TDI.4L2.B1.2	0	1.57079632	Ti_in_TDI	44.47353869	1e-06	0.14974758	0	0.0001499	0.6	5	999
0.00023426	108.6240333	TDI.4L2.B1.2	0	1.57079632	Al	44.47353869	0.054	0.14974758	0	0.0001499	0.6	5	999
0.00023426	108.6240333	TDI.4L2.B1.3	0	1.57079632	CuCr1Zr	44.47353869	0.054	0.14974758	0	0.0001499	0.7	5	999
0.00016239	52.19809315	TCLIA.4L8	0	1.57079632	C	128.388282	0.033	0.2544319596	0	0.00025469	1	7	999
0.00033473	221.7736907	TCLIB.6L8.B2	0	1.57079632	CFC	14.92553573	0.025	0.0867508889	0	0.000086838	1	8	999
0.00028324	158.7855279	TCP.D6R7.B2	0	1.57079632	CFC	78.30363057	0.025	0.0010939491	0	0.0001989	0.6	9	5.5
0.0002757	150.4438354	TCP.C6R7.B2	0	0	CFC	82.80686778	0.025	0.0015163287	0	0.00020454	0.6	10	5.5
0.0002682	142.3789697	TCP.B6R7.B2	0	2.22529479	CFC	87.53536548	0.025	0.0012839146	0	0.0002103	0.6	11	5.5
0.00014185	39.8281675	TCSG.A6R7.B2	0	2.46615023	CFC	227.054932	0.025	0.0019116656	0	0.0003387	1	15	8
0.00028447	160.1728625	TCSG.B5R7.B2	0	2.5062928	CFC	166.5946498	0.025	0.0022917767	0	0.00029012	1	17	8
0.0003067	186.1815125	TCSG.A5R7.B2	0	0.70860367	CFC	145.9981997	0.025	0.0023387668	0	0.00027159	1	19	8
0.00041037	333.3151321	TCSG.D4R7.B2	0	1.57079632	CFC	68.87908167	0.025	0.0014923722	0	0.00018655	1	21	8
0.00027684	151.699256	TCSG.B4R7.B2	0	0	CFC	121.2490197	0.025	0.0022147525	0	0.0002475	1	25	8
0.00026586	139.9006446	TCSG.A4R7.B2	0	2.30557994	CFC	130.9176212	0.025	0.0020889514	0	0.00025718	1	27	8
0.00022441	99.67906778	TCSG.A4L7.B2	0	0.73478361	CFC	175.8410489	0.025	0.0020808596	0	0.00029806	1	29	8
0.00024799	121.7226385	TCSG.B5L7.B2	0	2.46964089	CFC	267.4587175	0.025	0.0024004133	0	0.0003676	1	35	8
0.00032856	213.6687062	TCSG.D5L7.B2	0	0.89709923	CFC	158.4910414	0.025	0.0024122963	0	0.00028297	1	39	8
0.00034906	241.1679621	TCSG.E5L7.B2	0	2.27765467	CFC	136.0676593	0.025	0.0024151734	0	0.00026219	1	41	8
0.00041169	335.4705246	TCSG.6L7.B2	0	0.00872664	CFC	47.3668375	0.025	0.0032934149	0	0.0001547	1	43	8
0.00038725	296.822607	TCLA.A6L7.B2	0	1.57079632	W	48.1730135	0.025	0.0021841046	0	0.00015601	1	45	14
0.00028379	159.4043902	TCLA.B6L7.B2	0	0	W	76.4326566	0.025	0.0039730283	0	0.00019651	1	46	14
0.0001862	68.61986728	TCLA.C6L7.B2	0	1.57079632	W	151.9504521	0.025	0.0038790244	0	0.00027707	1	47	14
0.0001813	65.05609537	TCLA.D6L7.B2	0	0	W	157.9799265	0.025	0.0025381396	0	0.00028252	1	48	14
0.00018259	65.98871323	TCLA.A7L7.B2	0	0	W	143.1853022	0.025	0.0025562678	0	0.00026896	1	49	14
0.0004968	488.5144402	TCDQA.A4L6.B	0	0	CU300K_in_TDI	161.7955824	5e-06	0.0045208862	0	0.00028591	3	50	9.1
0.0004968	488.5144402	TCDQA.A4L6.B	0	0	CFC	161.7955824	0.035	0.0045208862	0	0.00028591	3	50	9.1
0.0004968	488.5144402	TCDQA.A4L6.B	0	0	graphite	161.7955824	0.04	0.0045208862	0	0.00028591	3	50	9.1
0.0005024	499.5952431	TCDQA.C4L6.B	0	0	CU300K_in_TDI	165.3792044	5e-06	0.0045718716	0	0.00028906	3	52	9.1
0.0005024	499.5952431	TCDQA.C4L6.B	0	0	CFC	165.3792044	0.035	0.0045718716	0	0.00028906	3	52	9.1
0.0005024	499.5952431	TCDQA.C4L6.B	0	0	graphite	165.3792044	0.04	0.0045718716	0	0.00028906	3	52	9.1
0.00050803	510.8513322	TCDQA.B4L6.B	0	0	CU300K_in_TDI	169.1561839	5e-06	0.0046230878	0	0.00029234	3	51	9.1
0.00050803	510.8513322	TCDQA.B4L6.B	0	0	CFC	169.1561839	0.035	0.0046230878	0	0.00029234	3	51	9.1
0.00050803	510.8513322	TCDQA.B4L6.B	0	0	graphite	169.1561839	0.04	0.0046230878	0	0.00029234	3	51	9.1
0.00051426	523.4517344	TCSP.A4L6.B2	0	0	C	173.5399449	0.025	0.0046797558	0	0.0002961	1	53	9.1
0.00028229	157.7231654	TCTPH.4R5.B2	0	0	W	78.79648739	0.025	0.0104446273	0	0.00019952	1	54	37
0.00028009	155.280204	TCTPV.4R5.B2	0	1.57079632	W	78.95992762	0.025	0.0073900704	0	0.00019973	1	55	37
0.00019979	79.00785295	TCL.4L5.B2	0	0	CU	161.5176956	0.025	0.1995924454	0	0.00028566	1	56	999
0.00027005	144.3440888	TCL.5L5.B2	0	0	CU	131.5562303	0.025	0.2697792051	0	0.00025781	1	57	999
0.00021902	94.9485531	TCL.6L5.B2	0	0	W	163.9574577	0.025	0.2188029357	0	0.00028781	1	58	999
0.00025749	131.2352775	TCP.6R3.B2	0	0	CFC	144.6070528	0.025	0.0038624248	0	0.0002703	0.6	59	15
0.00016598	54.5304372	TCSG.5R3.B2	0	0	CFC	298.4487822	0.025	0.0029876896	0	0.00038831	1	60	18
0.000115	26.17789209	TCSG.4L3.B2	0	0	CFC	395.37181	0.025	0.0020700619	0	0.00044694	1	62	18
0.00013447	35.7914711	TCSG.A5L3.B2	0	2.98102236	CFC	344.272412	0.025	0.0026738786	0	0.00041706	1	64	18
