name 	 betax 	 betay 	 length
BS_50A	8.78603e+01	8.97740e+01	2.19920348e+04
BS_50L	1.43432e+02	1.45082e+02	1.67234600e+02
BS_53V	2.35089e+02	2.34127e+02	1.57630000e+01
BS_53H	7.96616e+01	7.95824e+01	1.57630000e+01
BS_63V	3.34033e+02	3.39774e+02	2.36731500e+02
BS_63H	1.55375e+02	1.55226e+02	4.74880000e+01
BS_69	5.42224e+02	5.63402e+02	1.30644500e+02
BS_74	3.18319e+02	3.17194e+02	5.38240000e+01
MBW	1.38191e+02	1.35847e+02	7.06000001e+01
MQW_V	1.92134e+02	2.10029e+02	7.45920000e+01
MQW_H	1.92134e+02	2.10029e+02	7.45920000e+01
Warm_Pipe	2.99865e+02	3.11362e+02	3.47731580e+03
BS_101	1.25648e+03	1.25852e+03	3.80000000e+01
taperBS101_BS121	1.77762e+03	1.78053e+03	1.48000000e-01
BS_121	3.16310e+03	3.16825e+03	2.08652000e+02
BPMCW	7.69668e+02	7.70939e+02	1.20000000e+00
BPMs	3.02736e+03	3.03697e+03	6.00000000e+00
RF	2.28551e+02	3.02817e+02	8.76000000e+00
CMS	3.70676e+02	3.71092e+02	1.86000000e+01
ATLAS	4.56694e+02	4.57660e+02	8.00000000e+00
ALICE	3.95632e+01	3.95329e+01	8.60000000e+00
LHCb	1.01621e+02	1.01227e+02	8.60000000e+00
BBC_H	1.11507e+03	1.10548e+03	2.00000000e+00
BBC_V	1.11427e+03	1.10577e+03	2.00000000e+00
Crab	9.23247e+02	9.36146e+02	2.60000000e+01
