NAME 	 BETAX 	 BETAY
TCTVA.4R1.B2 	 158.3318921 	 79.57196469
TCTH.4R1.B2 	 160.8262636 	 79.41790746
TCTVA.4R2.B2 	 47.88414779 	 47.01346991
TCTH.4R2.B2 	 46.36585358 	 49.23220696
TCLA.7L3.B2 	 65.86620215 	 94.37769348
TCLA.6L3.B2 	 132.1132627 	 166.7367922
TCLA.B5L3.B2 	 149.3158603 	 170.5016114
TCLA.A5L3.B2 	 140.3140361 	 177.8781656
TCSG.B5L3.B2 	 44.5969951 	 315.312245
TCSG.A5L3.B2 	 35.17026188 	 346.8929156
TCSG.4L3.B2 	 26.08121786 	 396.7099213
TCSG.5R3.B2 	 54.90454136 	 297.8397855
TCP.6R3.B2 	 131.5237823 	 144.693433
TCL.5L5.B2 	 140.6440195 	 137.0529224
TCTVA.4R5.B2 	 158.331936 	 79.57194356
TCTH.4R5.B2 	 160.8263074 	 79.41788653
TCSG.4L6.B2 	 521.7469425 	 173.0488811
TCDQA.B4L6.B2 	 510.7767855 	 169.2330901
TCDQA.A4L6.B2 	 499.5279366 	 165.4502303
TCLA.A7L7.B2 	 65.07890496 	 145.2899102
TCLA.D6L7.B2 	 65.92148004 	 156.3959382
TCLA.C6L7.B2 	 69.54319537 	 150.4093299
TCLA.B6L7.B2 	 161.3265494 	 75.61064228
TCLA.A6L7.B2 	 299.7308012 	 48.02878967
TCSG.6L7.B2 	 338.6124073 	 47.37915921
TCSG.E5L7.B2 	 237.8756177 	 138.8176201
TCSG.D5L7.B2 	 210.5773179 	 161.4943724
TCSG.B5L7.B2 	 119.4465001 	 271.4868225
TCSG.A4L7.B2 	 100.6778589 	 174.389109
TCSG.A4R7.B2 	 141.1927208 	 129.7519258
TCSG.B4R7.B2 	 153.0634107 	 120.1551654
TCSG.D4R7.B2 	 330.9508105 	 69.76927967
TCSG.A5R7.B2 	 182.6305752 	 148.4207395
TCSG.B5R7.B2 	 156.9186389 	 169.200303
TCSG.A6R7.B2 	 40.49675217 	 224.6114539
TCP.B6R7.B2 	 142.4630309 	 87.48830739
TCP.C6R7.B2 	 150.528745 	 82.76324145
TCP.D6R7.B2 	 158.871173 	 78.2633654
TCLIB.6L8.B2 	 228.8841436 	 21.32421583
TCLIA.4L8 	 50.08811473 	 123.3080141
TCTVB.4R8 	 128.3561467 	 52.28936282
TDI.4R8.B2 	 103.6907924 	 42.65997526
TCTH.4R8.B2 	 46.58123805 	 48.88550462
TCL.5L1.B2 	 140.2142747 	 137.4030063
