name 	 betax 	 betay 	 length
BS_50A	8.62845e+01	9.10236e+01	2.19920348e+04
BS_50L	1.43747e+02	1.46221e+02	1.67234600e+02
BS_53V	7.69858e+01	7.70315e+01	3.15260000e+01
BS_53H	7.70530e+01	7.70546e+01	3.15260000e+01
BS_63V	1.60254e+02	1.63575e+02	2.84219500e+02
BS_63H	1.48469e+02	1.48473e+02	9.49760000e+01
BS_69	1.54804e+02	1.64561e+02	1.30644500e+02
BS_74	1.24106e+02	1.24279e+02	6.46100000e+01
MBW	1.38522e+02	1.35219e+02	7.06000000e+01
MQW_V	1.92309e+02	2.10123e+02	7.45920000e+01
MQW_H	1.92309e+02	2.10123e+02	7.45920000e+01
Warm_Pipe	1.46379e+02	1.54199e+02	3.59225980e+03
taperBS53_BS63	9.79073e+01	9.77466e+01	1.20000000e-01
taperBS63_BS74	1.49960e+02	1.49746e+02	3.08000000e-01
taperBS74_warm	1.46250e+02	1.46038e+02	1.40000000e-01
BPM61CW	5.29559e+01	5.29002e+01	1.20000000e+00
BPM61strip	1.12307e+02	1.14852e+02	1.00000000e+00
BPM80strip	1.31269e+02	1.31322e+02	1.00000000e+00
RF	2.35620e+02	2.74159e+02	8.76000000e+00
CMS	3.11634e+01	3.11592e+01	1.86000000e+01
ALICE	3.95364e+01	3.95716e+01	8.60000000e+00
LHCb	3.95124e+01	3.95524e+01	8.60000000e+00
