name 	 	betax 	 	betay
TCL.5R1.B1 	 169.2449493 	 885.1984065
TCTH.4L2.B1 	 78.27758794 	 90.36204618
TCTVA.4L2.B1 	 80.38610228 	 89.39592978
TDI.4L2.B1 	 143.3098487 	 88.6380166
TCLIA.4R2 	 90.59082291 	 154.048056
TCLIB.6R2.B1 	 179.3096674 	 74.14008137
TCP.6L3.B1 	 131.9684098 	 144.3250269
TCSG.5L3.B1 	 54.39890129 	 298.8163304
TCSG.4R3.B1 	 26.42620462 	 394.8470844
TCSG.A5R3.B1 	 36.71599764 	 342.3570643
TCSG.B5R3.B1 	 46.65775349 	 310.9793081
TCLA.A5R3.B1 	 145.0203286 	 174.6681488
TCLA.B5R3.B1 	 154.1927089 	 167.3688134
TCLA.6R3.B1 	 126.6992835 	 170.469569
TCLA.7R3.B1 	 68.32018268 	 87.98544071
TCTH.4L5.B1 	 1574.64403 	 610.330232
TCTVA.4L5.B1 	 1580.900309 	 644.1312116
TCL.5R5.B1 	 169.7189434 	 884.2623286
TCDQA.A4R6.B1 	 496.069801 	 165.7641739
TCDQA.B4R6.B1 	 507.2444562 	 170.0304406
TCSG.4R6.B1 	 521.3695357 	 175.6148361
TCP.D6L7.B1 	 248.2378988 	 105.3470651
TCP.C6L7.B1 	 233.9300555 	 115.3499877
TCP.B6L7.B1 	 220.0800751 	 125.8790963
TCSG.A6L7.B1 	 39.24394022 	 446.9015073
TCSG.B5L7.B1 	 160.0374511 	 386.9319374
TCSG.A5L7.B1 	 190.129129 	 345.9680329
TCSG.D4L7.B1 	 366.1672767 	 185.1741949
TCSG.B4L7.B1 	 236.8903309 	 182.0973498
TCSG.A4L7.B1 	 226.4876592 	 186.4228815
TCSG.A4R7.B1 	 216.4567145 	 190.9728861
TCSG.B5R7.B1 	 180.2021194 	 161.1749164
TCSG.D5R7.B1 	 265.0414312 	 83.91987149
TCSG.E5R7.B1 	 289.167068 	 69.20165421
TCSG.6R7.B1 	 325.6304365 	 29.05254537
TCLA.A6R7.B1 	 278.5445571 	 38.45011034
TCLA.B6R7.B1 	 119.810075 	 130.3810961
TCLA.C6R7.B1 	 34.38872107 	 322.1169685
TCLA.D6R7.B1 	 32.08389956 	 336.7066489
TCLA.A7R7.B1 	 37.59201534 	 313.9919144
TCRYO.8R7.B1	 0.33528E+02	 0.14533E+03
TCRYO.10R7.B	 0.42959E+02	 0.13814E+03
TCTH.4L8.B1 	 97.37686859 	 129.4977818
TCTVB.4L8 	 168.1340416 	 111.2660819
TCTH.4L1.B1 	 1574.901438 	 612.9417086
TCTVA.4L1.B1 	 1581.155332 	 646.8946948
