name 	 	betax 	 	betay
TCL.5R1.B1 	 168.7223992 	 882.8480954
TCTH.4L2.B1 	 78.07262318 	 90.09846556
TCTVA.4L2.B1 	 80.18488469 	 89.13598793
TDI.4L2.B1 	 143.2574306 	 88.48916824
TCLIA.4R2 	 90.62523997 	 153.8914479
TCLIB.6R2.B1 	 178.8959054 	 74.20285901
TCP.6L3.B1 	 131.5308851 	 144.6896027
TCSG.5L3.B1 	 54.31674318 	 299.3966745
TCSG.4R3.B1 	 26.35885675 	 393.7042058
TCSG.A5R3.B1 	 36.59001036 	 341.3598554
TCSG.B5R3.B1 	 46.50490227 	 310.0717386
TCLA.A5R3.B1 	 144.7781754 	 174.1710431
TCLA.B5R3.B1 	 153.9477131 	 166.8951777
TCLA.6R3.B1 	 126.7941434 	 170.6957417
TCLA.7R3.B1 	 68.32111169 	 88.23597715
TCTH.4L5.B1 	 1569.49293 	 611.1361244
TCTVA.4L5.B1 	 1575.725256 	 644.9907385
TCL.5R5.B1 	 169.1436057 	 885.977892
TCDQA.A4R6.B1 	 495.2658927 	 165.4640467
TCDQA.B4R6.B1 	 506.4007754 	 169.7393528
TCSG.4R6.B1 	 520.4756139 	 175.3358006
TCP.D6L7.B1 	 119.6255992 	 219.9442611
TCP.C6L7.B1 	 111.6846527 	 236.7978631
TCP.B6L7.B1 	 104.0856186 	 254.3086235
TCSG.A6L7.B1 	 23.9081779 	 742.4415558
TCSG.B5L7.B1 	 288.8885993 	 504.7139646
TCSG.A5L7.B1 	 336.1589182 	 435.5387151
TCSG.D4L7.B1 	 593.969245 	 172.6889178
TCSG.B4L7.B1 	 196.0299738 	 45.59444239
TCSG.A4L7.B1 	 174.7753711 	 47.14531354
TCSG.A4R7.B1 	 154.9129887 	 49.41361031
TCSG.B5R7.B1 	 121.3118127 	 140.2411168
TCSG.D5R7.B1 	 244.1606909 	 99.98648923
TCSG.E5R7.B1 	 281.9842962 	 91.66300749
TCSG.6R7.B1 	 434.2443009 	 88.00801018
TCLA.A6R7.B1 	 392.3296647 	 106.2957182
TCLA.B6R7.B1 	 236.9754007 	 218.5639878
TCLA.C6R7.B1 	 120.1909645 	 398.4986988
TCLA.D6R7.B1 	 114.84362 	 411.2644609
TCLA.A7R7.B1 	 117.2283086 	 349.006311
TCRYO.8R7.B1	 0.33528E+02	 0.14533E+03
TCRYO.10R7.B	 0.42959E+02	 0.13814E+03
TCTH.4L8.B1 	 97.69825979 	 129.8743198
TCTVB.4L8 	 168.4513791 	 111.5295416
TCTH.4L1.B1 	 1569.496693 	 611.1786278
TCTVA.4L1.B1 	 1575.728981 	 645.0357204
