name	 	 betax	 	 betay
TCTVA.4R1.B2 	 1572.431048 	 625.1837311
TCTH.4R1.B2 	 1566.207075 	 591.8552217
TCTVA.4R2.B2 	 79.13249847 	 89.63738444
TCTH.4R2.B2 	 77.08347688 	 90.64403614
TCLA.7L3.B2 	 65.88898773 	 94.30751667
TCLA.6L3.B2 	 132.0684082 	 166.7231961
TCLA.B5L3.B2 	 149.2706583 	 170.6588509
TCLA.A5L3.B2 	 140.2722247 	 178.0416591
TCSG.B5L3.B2 	 44.59322623 	 315.5807983
TCSG.A5L3.B2 	 35.17084856 	 347.1836104
TCSG.4L3.B2 	 26.08784561 	 397.0320517
TCSG.5R3.B2 	 54.88789967 	 297.5924221
TCP.6R3.B2 	 131.5125517 	 144.5605947
TCL.5L5.B2 	 171.2166908 	 928.5527102
TCTVA.4R5.B2 	 1572.440676 	 624.2490673
TCTH.4R5.B2 	 1566.215792 	 590.9668161
TCSG.4L6.B2 	 521.5668591 	 173.0097166
TCDQA.B4L6.B2 	 510.6005529 	 169.2009025
TCDQA.A4L6.B2 	 499.3556852 	 165.4251803
TCLA.A7L7.B2 	 65.21986055 	 326.3913933
TCLA.D6L7.B2 	 75.64490412 	 367.4173676
TCLA.C6L7.B2 	 80.71826481 	 354.697163
TCLA.B6L7.B2 	 204.2794834 	 179.2198675
TCLA.A6L7.B2 	 385.0523049 	 77.33210884
TCSG.6L7.B2 	 435.373993 	 62.26540239
TCSG.E5L7.B2 	 303.9345986 	 71.65688478
TCSG.D5L7.B2 	 268.4111504 	 79.82353258
TCSG.B5L7.B2 	 149.5071828 	 121.130235
TCSG.A4L7.B2 	 85.83171416 	 62.65680455
TCSG.A4R7.B2 	 118.7875482 	 54.16434621
TCSG.B4R7.B2 	 128.6586268 	 53.53799411
TCSG.D4R7.B2 	 277.6336147 	 172.0346967
TCSG.A5R7.B2 	 143.2165608 	 427.8462434
TCSG.B5R7.B2 	 120.6752186 	 494.1058239
TCSG.A6R7.B2 	 50.56265698 	 693.3688908
TCP.B6R7.B2 	 220.4594801 	 251.9880577
TCP.C6R7.B2 	 233.2062082 	 235.4434602
TCP.D6R7.B2 	 246.346437 	 219.4934325
TCLIB.6L8.B2 	 186.2125923 	 14.37412646
TCLIA.4L8 	 111.6170669 	 164.5538998
TCTVB.4R8 	 168.4829573 	 111.4686336
TDI.4R8.B2 	 149.5734335 	 112.4457806
TCTH.4R8.B2 	 96.71013717 	 130.7110861
TCL.5L1.B2 	 171.6340448 	 932.8513485
