name 		betax 	 	betay
TCTVA.4R1.B2 	 1572.34744 	 624.5601895
TCTH.4R1.B2 	 1566.123796 	 591.2631739
TCTVA.4R2.B2 	 79.13010205 	 89.61346841
TCTH.4R2.B2 	 77.08131808 	 90.62430464
TCLA.7L3.B2 	 65.88579344 	 94.3775678
TCLA.6L3.B2 	 132.0752867 	 166.6996621
TCLA.B5L3.B2 	 149.2755805 	 170.4770029
TCLA.A5L3.B2 	 140.2766866 	 177.853565
TCSG.B5L3.B2 	 44.59287166 	 315.2913403
TCSG.A5L3.B2 	 35.17004333 	 346.8734798
TCSG.4L3.B2 	 26.08654205 	 396.6947617
TCSG.5R3.B2 	 54.88971474 	 297.9191323
TCP.6R3.B2 	 131.5115241 	 144.7242899
TCL.5L5.B2 	 171.2080133 	 929.4234593
TCTVA.4R5.B2 	 1572.380201 	 624.9152057
TCTH.4R5.B2 	 1566.155679 	 591.598684
TCSG.4L6.B2 	 521.5921522 	 173.0161728
TCDQA.B4L6.B2 	 510.6251648 	 169.1995728
TCDQA.A4L6.B2 	 499.3795949 	 165.4159266
TCLA.A7L7.B2 	 98.88603318 	 373.2794531
TCLA.D6L7.B2 	 102.1871026 	 429.4131695
TCLA.C6L7.B2 	 107.2386085 	 416.5634043
TCLA.B6L7.B2 	 220.3515476 	 234.2165502
TCLA.A6L7.B2 	 374.4076922 	 117.9971203
TCSG.6L7.B2 	 416.3107423 	 98.57328216
TCSG.E5L7.B2 	 264.5627852 	 107.5751268
TCSG.D5L7.B2 	 229.6685871 	 116.6959482
TCSG.B5L7.B2 	 116.0571752 	 159.7470545
TCSG.A4L7.B2 	 110.1750534 	 49.8300378
TCSG.A4R7.B2 	 175.9306706 	 38.95382562
TCSG.B4R7.B2 	 195.3394787 	 38.32372272
TCSG.D4R7.B2 	 501.13905 	 193.5673961
TCSG.A5R7.B2 	 275.8934526 	 496.3259419
TCSG.B5R7.B2 	 236.3529205 	 574.7369259
TCSG.A6R7.B2 	 27.57308684 	 811.3256811
TCP.B6R7.B2 	 113.3786631 	 288.5555302
TCP.C6R7.B2 	 121.0584996 	 269.0397467
TCP.D6R7.B2 	 129.0582747 	 250.2359357
TCLIB.6L8.B2 	 186.2027058 	 14.36594307
TCLIA.4L8 	 111.6128622 	 164.6501839
TCTVB.4R8 	 168.4761006 	 111.5256842
TDI.4R8.B2 	 149.5667961 	 112.4839723
TCTH.4R8.B2 	 96.7049955 	 130.6679676
TCL.5L1.B2 	 171.6259068 	 932.0748937
