 Dstrippipe Lconnect Lpipe Lstrip M Rbeam Rbpm Rconn Riso1 Rpipe Rstrip Strip WStrip Xcurved Xstraight alfa angle beam_charge beam_sigma modes tap transStrip xbeam ybeam Freq[GHz] Imp_Real[Ohm] Imp_Imag[Ohm]
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.071674009889263 -0.34842893138285 -2.8373772091011
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.073721838743242 -0.3589288418288 -2.8331001604842
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.075769667597221 -0.36764753355596 -2.8288761259397
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.0778174964512 -0.37531482891456 -2.8259808538379
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.079865325305179 -0.38334766164147 -2.8246800506562
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.081913154159158 -0.39284619719234 -2.8240831022566
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.083960983013137 -0.40384450124147 -2.8227992762623
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.086008811867116 -0.4153227057438 -2.8199163017816
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.088056640721095 -0.42594647773723 -2.8156160800993
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.090104469575074 -0.43500015147455 -2.8110147591111
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.092152298429053 -0.44286352201505 -2.8073618438597
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.094200127283032 -0.45071682816792 -2.8051706966986
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.096247956137011 -0.45970015377952 -2.8038831709485
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.09829578499099 -0.47012358321089 -2.8022852938187
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.10034361384497 -0.48127302683054 -2.7993663014817
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.10239144269895 -0.49193064721823 -2.7950151387644
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.10443927155293 -0.50123180146884 -2.7900763374961
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.10648710040691 -0.50925697810324 -2.7857419763186
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.10853492926088 -0.51695480590009 -2.782716317696
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.11058275811486 -0.52546442238923 -2.7807370790793
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.11263058696884 -0.535319848811 -2.7787775058609
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.11467841582282 -0.54609048059908 -2.7757750065031
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.1167262446768 -0.55669830018353 -2.7713704728867
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.11877407353078 -0.56617869894209 -2.7661452120242
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.12082190238476 -0.57434875421087 -2.7612004485872
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.12286973123874 -0.58192085195559 -2.7573830245836
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.12491756009272 -0.58999240192269 -2.7547008722196
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.12696538894669 -0.5992763261995 -2.7523308733317
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.12901321780067 -0.60961078831739 -2.7492040879698
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.13106104665465 -0.62008426082802 -2.7447529722572
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.13310887550863 -0.62967982212944 -2.7392992151803
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.13515670436261 -0.63798364202399 -2.7338180321686
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.13720453321659 -0.64546462077537 -2.7292513796444
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.13925236207057 -0.65313671874294 -2.7258532944502
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.14130019092455 -0.66184663089829 -2.7230217601066
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.14334801977853 -0.67168644607445 -2.7197277846904
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.14539584863251 -0.68193787272664 -2.715236284976
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.14744367748648 -0.69158054037208 -2.7096144291178
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.14949150634046 -0.70000475912998 -2.7036766034372
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.15153933519444 -0.70743118436366 -2.6984104194185
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.15358716404842 -0.71474884357645 -2.6942881440413
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.1556349929024 -0.72289003209296 -2.690943253083
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.15768282175638 -0.73218107735848 -2.687433293074
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.15973065061036 -0.74212041028586 -2.6829007825759
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.16177847946434 -0.75173425197505 -2.6771691716949
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.16382630831832 -0.76025758585055 -2.6708602482164
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.16587413717229 -0.76766435360082 -2.664955497576
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.16792196602627 -0.77467964092124 -2.6601108728582
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.16996979488025 -0.78226952589466 -2.6562031739567
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.17201762373423 -0.79096716947335 -2.6524215069317
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.17406545258821 -0.80050471982041 -2.647836198814
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.17611328144219 -0.81000464479576 -2.6420463550503
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.17816111029617 -0.81859363943471 -2.6354554882071
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.18020893915015 -0.82600964310009 -2.6289861632495
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.18225676800413 -0.83278017332746 -2.6234355899637
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.18430459685811 -0.83985072216998 -2.6189222152404
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.18635242571208 -0.84792475345366 -2.6148073353654
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.18840025456606 -0.85697560476593 -2.6101434446579
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.19044808342004 -0.86626850135815 -2.6043348292341
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.19249591227402 -0.87487463809481 -2.5975502429382
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.194543741128 -0.88231757128443 -2.590602207456
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.19659156998198 -0.88890213220374 -2.584379466538
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.19863939883596 -0.89549885999103 -2.579229075744
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.20068722768994 -0.90293624716421 -2.5747176732133
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.20273505654392 -0.91142478881742 -2.5699361013606
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.2047828853979 -0.92041283456261 -2.5641334180818
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.20683071425187 -0.92897260594543 -2.5572384812675
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.20887854310585 -0.93644611481365 -2.5499072088968
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.21092637195983 -0.94290129047268 -2.543064488299
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.21297420081381 -0.94908215760856 -2.5372607940299
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.21502202966779 -0.95588944418458 -2.5322910777902
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.21706985852177 -0.96375397059932 -2.5273397744081
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.21911768737575 -0.97233840262843 -2.5215495144374
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.22116551622973 -0.98077351256921 -2.5146172316016
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.22321334508371 -0.98826328487633 -2.5070035602824
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.22526117393768 -0.99463757203159 -2.4996111757918
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.22730900279166 -1.0004686214001 -2.4931568907434
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.22935683164564 -1.0066716600891 -2.4876743526336
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.23140466049962 -1.0138681655961 -2.4824923782316
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.2334524893536 -1.0219545334205 -2.4767028709277
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.23550031820758 -1.0301752096216 -2.4697923220969
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.23754814706156 -1.037648454951 -2.4619980531969
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.23959597591554 -1.0439787780937 -2.454142383126
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.24164380476952 -1.0495306423934 -2.4470608402351
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.2436916336235 -1.0551740061626 -2.441022135302
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.24573946247747 -1.0616792444061 -2.435542616632
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.24778729133145 -1.0691820878098 -2.4297234085741
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.24983512018543 -1.0770899419247 -2.4228754093429
 2.9 6.38 200 120 1 1.1 4 0.55 3.5 44.4 39.02 4.38 1 3.09 6.2 11.6 15 1.7e-008 50 1 21.021491482805 12.25 0 10 0.25188294903941 -1.0844940181347 -2.4149978628301
