        Frequency / GHz                Y140mm/imaginary
              0.43209189                      -0.5255223
              0.43260385                     -0.59885791
               0.4331158                     -0.69435678
              0.43362776                     -0.80779138
              0.43413972                      -0.9340866
              0.43465167                      -1.0675484
              0.43516363                      -1.2021223
              0.43567559                      -1.3316695
              0.43618755                      -1.4502486
               0.4366995                      -1.5523899
              0.43721146                      -1.6333494
              0.43772342                      -1.6893308
              0.43823537                      -1.7176652
              0.43874733                      -1.7169403
              0.43925929                       -1.687072
              0.43977125                      -1.6293158
               0.4402832                      -1.5462165
              0.44079516                      -1.4414985
              0.44130712                      -1.3199014
              0.44181908                      -1.1869675
              0.44233103                      -1.0487915
              0.44284299                     -0.91174392
              0.44335495                     -0.78217944
               0.4438669                     -0.66614474
              0.44437886                     -0.56909883
              0.44489082                     -0.49565875
              0.44540278                      -0.4493825
              0.44591473                     -0.43259944
              0.44642669                     -0.44629616
              0.44693865                     -0.49006341
               0.4474506                     -0.56210689
              0.44796256                     -0.65932178
              0.44847452                     -0.77742785
              0.44898648                     -0.91115952
              0.44949843                      -1.0545021
              0.45001039                      -1.2009642
              0.45052235                      -1.3438729
              0.45103431                      -1.4766801
              0.45154626                      -1.5932639
              0.45205822                      -1.6882125
              0.45257018                      -1.7570775
              0.45308213                      -1.7965839
              0.45359409                      -1.8047875
              0.45410605                      -1.7811722
              0.45461801                      -1.7266823
              0.45512996                      -1.6436878
              0.45564192                      -1.5358835
              0.45615388                      -1.4081274
              0.45666583                      -1.2662242
              0.45717779                       -1.116664
              0.45768975                     -0.96632787
              0.45820171                     -0.82217422
              0.45871366                     -0.69091888
              0.45922562                     -0.57872508
              0.45973758                     -0.49091666
              0.46024953                     -0.43172825
              0.46076149                     -0.40410389
              0.46127345                     -0.40955388
              0.46178541                     -0.44807662
              0.46229736                      -0.5181494
              0.46280932                      -0.6167892
              0.46332128                      -0.7396809
              0.46383324                     -0.88136751
              0.46434519                      -1.0354941
              0.46485715                      -1.1950946
              0.46536911                      -1.3529081
              0.46588106                      -1.5017111
              0.46639302                      -1.6346501
              0.46690498                      -1.7455586
              0.46741694                      -1.8292452
              0.46792889                      -1.8817384
              0.46844085                      -1.9004769
              0.46895281                      -1.8844359
              0.46946476                      -1.8341842
              0.46997672                      -1.7518678
              0.47048868                      -1.6411213
              0.47100064                      -1.5069098
              0.47151259                      -1.3553093
              0.47202455                      -1.1932343
              0.47253651                      -1.0281247
              0.47304847                     -0.86760759
              0.47356042                      -0.7191471
              0.47407238                     -0.58970048
              0.47458434                     -0.48539475
              0.47509629                     -0.41123965
              0.47560825                     -0.37089008
              0.47612021                     -0.36646935
              0.47663217                     -0.39846165
              0.47714412                      -0.4656793
              0.47765608                     -0.56530654
              0.47816804                     -0.69301852
              0.47867999                     -0.84317052
              0.47919195                      -1.0090489
              0.47970391                      -1.1831731
              0.48021587                      -1.3576345
              0.48072782                      -1.5244575
              0.48123978                       -1.675966
              0.48175174                      -1.8051383
               0.4822637                      -1.9059341
              0.48277565                      -1.9735794
              0.48328761                      -2.0047938
              0.48379957                      -1.9979514
              0.48431152                      -1.9531666
              0.48482348                      -1.8723003
              0.48533544                      -1.7588858
               0.4858474                      -1.6179773
              0.48635935                      -1.4559279
              0.48687131                      -1.2801053
              0.48738327                      -1.0985605
              0.48789522                     -0.91966146
              0.48840718                     -0.75171047
              0.48891914                     -0.60256185
               0.4894311                     -0.47925766
              0.48994305                     -0.38769823
              0.49045501                     -0.33236317
              0.49096697                     -0.31609561
              0.49147892                     -0.33996046
              0.49199088                     -0.40318333
              0.49250284                     -0.50317371
               0.4930148                     -0.63563178
              0.49352675                     -0.79473461
              0.49403871                     -0.97339364
              0.49455067                      -1.1635721
              0.49506263                      -1.3566483
              0.49557458                      -1.5438082
              0.49608654                      -1.7164495
               0.4965985                       -1.866579
              0.49711045                      -1.9871845
              0.49762241                      -2.0725638
              0.49813437                      -2.1185965
              0.49864633                      -2.1229444
              0.49915828                      -2.0851711
              0.49967024                       -2.006776
               0.5001822                      -1.8911377
              0.50069415                      -1.7433726
              0.50120611                      -1.5701112
              0.50171807                      -1.3792039
              0.50223003                      -1.1793677
              0.50274198                      -0.9797921
              0.50325394                      -0.7897191
               0.5037659                     -0.61801847
              0.50427786                     -0.47277707
              0.50478981                     -0.36092128
              0.50530177                     -0.28789007
              0.50581373                     -0.25737432
              0.50632568                     -0.27113452
              0.50683764                     -0.32890615
               0.5073496                     -0.42839739
              0.50786156                     -0.56538018
              0.50837351                     -0.73387091
              0.50888547                     -0.92639323
              0.50939743                      -1.1343113
              0.50990938                       -1.348219
              0.51042134                      -1.5583668
               0.5109333                      -1.7551085
              0.51144526                      -1.9293452
              0.51195721                      -2.0729484

        Frequency / GHz                Y140mm Tungsten/imaginary
----------------------------------------------------------------------
                       0                      -1.6647582
           0.00051195721                      -1.6489429
            0.0010239144                      -1.6019803
            0.0015358716                      -1.5253043
            0.0020478289                      -1.4212497
            0.0025597861                      -1.2929725
            0.0030717433                      -1.1443414
            0.0035837005                     -0.97980664
            0.0040956577                     -0.80424813
            0.0046076149                     -0.62281126
            0.0051195721                      -0.4407343
            0.0056315293                     -0.26317455
            0.0061434866                     -0.09503924
            0.0066554438                     0.059172918
             0.007167401                      0.19551373
            0.0076793582                      0.31070639
            0.0081913154                      0.40224101
            0.0087032726                      0.46844173
            0.0092152298                      0.50850342
            0.0097271871                      0.52249707
             0.010239144                      0.51134415
             0.010751101                      0.47676147
             0.011263059                      0.42117894
             0.011775016                      0.34763385
             0.012286973                       0.2596459
              0.01279893                      0.16107803
             0.013310888                     0.055988377
             0.013822845                    -0.051520876
             0.014334802                     -0.15745216
             0.014846759                     -0.25805317
             0.015358716                     -0.34994443
             0.015870674                      -0.4302293
             0.016382631                     -0.49658276
             0.016894588                     -0.54731601
             0.017406545                     -0.58141522
             0.017918502                     -0.59855344
              0.01843046                     -0.59907601
             0.018942417                     -0.58396081
             0.019454374                     -0.55475533
             0.019966331                     -0.51349384
             0.020478289                     -0.46259839
             0.020990246                     -0.40476782
             0.021502203                     -0.34285968
              0.02201416                     -0.27976967
             0.022526117                     -0.21831374
             0.023038075                     -0.16111711
             0.023550032                     -0.11051471
             0.024061989                    -0.068466624
             0.024573946                    -0.036491396
             0.025085903                    -0.015619563
             0.025597861                   -0.0063685753
             0.026109818                   -0.0087395844
             0.026621775                    -0.022235587
             0.027133732                    -0.045899589
              0.02764569                    -0.078370643
             0.028157647                     -0.11795497
             0.028669604                     -0.16270879
             0.029181561                     -0.21052909
             0.029693518                      -0.2592484
             0.030205476                     -0.30672943
             0.030717433                     -0.35095563
              0.03122939                     -0.39011409
             0.031741347                     -0.42266737
             0.032253304                     -0.44741154
             0.032765262                     -0.46351845
             0.033277219                     -0.47056073
             0.033789176                     -0.46851895
             0.034301133                      -0.4577711
             0.034813091                     -0.43906526
             0.035325048                     -0.41347706
             0.035837005                     -0.38235412
             0.036348962                     -0.34725017
             0.036860919                     -0.30985192
             0.037372877                     -0.27190199
             0.037884834                     -0.23512134
             0.038396791                      -0.2011345
             0.038908748                     -0.17140086
             0.039420705                     -0.14715467
             0.039932663                     -0.12935642
              0.04044462                     -0.11865715
             0.040956577                     -0.11537718
             0.041468534                     -0.11949978
             0.041980492                     -0.13067969
             0.042492449                     -0.14826589
             0.043004406                     -0.17133723
             0.043516363                     -0.19874918
              0.04402832                     -0.22918937
             0.044540278                     -0.26123929
             0.045052235                     -0.29343943
             0.045564192                     -0.32435481
             0.046076149                     -0.35263805
             0.046588106                     -0.37708742
             0.047100064                      -0.3966971
             0.047612021                     -0.41069792
             0.048123978                      -0.4185868
             0.048635935                     -0.42014382
             0.049147892                      -0.4154364
              0.04965985                     -0.40481078
             0.050171807                     -0.38887117
             0.050683764                     -0.36844797
             0.051195721                     -0.34455643
             0.051707679                     -0.31834801
             0.052219636                     -0.29105638
             0.052731593                     -0.26394097
              0.05324355                     -0.23823017
             0.053755507                     -0.21506706
             0.054267465                     -0.19545982
             0.054779422                     -0.18023903
             0.055291379                     -0.17002361
             0.055803336                     -0.16519676
             0.056315293                     -0.16589284
             0.056827251                     -0.17199558
             0.057339208                     -0.18314743
             0.057851165                     -0.19876963
             0.058363122                     -0.21809177
              0.05887508                     -0.24018944
             0.059387037                      -0.2640282
             0.059898994                     -0.28851176
             0.060410951                     -0.31253213
             0.060922908                     -0.33501959
             0.061434866                     -0.35499012
             0.061946823                     -0.37158832
              0.06245878                     -0.38412386
             0.062970737                     -0.39210006
             0.063482694                     -0.39523328
             0.063994652                      -0.3934626
             0.064506609                     -0.38694922
             0.065018566                     -0.37606602
             0.065530523                     -0.36137773
             0.066042481                     -0.34361274
             0.066554438                     -0.32362801
             0.067066395                     -0.30236868
             0.067578352                     -0.28082424
             0.068090309                     -0.25998336
             0.068602267                     -0.24078932
             0.069114224                     -0.22409814
             0.069626181                     -0.21064112
             0.070138138                     -0.20099358
             0.070650095                      -0.1955509
             0.071162053                     -0.19451312
              0.07167401                     -0.19787838
             0.072185967                     -0.20544569
             0.072697924                     -0.21682645
             0.073209882                     -0.23146446
             0.073721839                     -0.24866309
             0.074233796                     -0.26761852
             0.074745753                     -0.28745737
              0.07525771                     -0.30727699
             0.075769668                     -0.32618664
             0.076281625                     -0.34334757
             0.076793582                     -0.35801033
             0.077305539                     -0.36954759
             0.077817496                     -0.37748106
             0.078329454                     -0.38150136
             0.078841411                      -0.3814801
             0.079353368                     -0.37747359
             0.079865325                     -0.36971814
             0.080377283                     -0.35861741
              0.08088924                     -0.34472222
             0.081401197                     -0.32870396
             0.081913154                     -0.31132293
             0.082425111                     -0.29339289
             0.082937069                     -0.27574366
             0.083449026                     -0.25918337
             0.083960983                     -0.24446208
              0.08447294                     -0.23223844
             0.084984897                     -0.22305082
             0.085496855                     -0.21729415
             0.086008812                     -0.21520358
             0.086520769                     -0.21684539
             0.087032726                     -0.22211578
             0.087544684                     -0.23074728
             0.088056641                      -0.2423225
             0.088568598                     -0.25629461
             0.089080555                     -0.27201338
             0.089592512                     -0.28875567
              0.09010447                     -0.30575898
             0.090616427                     -0.32225639
             0.091128384                     -0.33751139
             0.091640341                     -0.35085102
             0.092152298                     -0.36169576
             0.092664256                     -0.36958499
             0.093176213                     -0.37419675
              0.09368817                     -0.37536107
             0.094200127                     -0.37306627
             0.094712084                     -0.36745808
             0.095224042                     -0.35883155
             0.095735999                     -0.34761636
             0.096247956                     -0.33435604
             0.096759913                     -0.31968235
             0.097271871                     -0.30428575
             0.097783828                      -0.2888836
             0.098295785                     -0.27418726
             0.098807742                     -0.26086991
             0.099319699                     -0.24953627
             0.099831657                     -0.24069568
              0.10034361                     -0.23473982
              0.10085557                     -0.23192586
              0.10136753                     -0.23236591
              0.10187949                     -0.23602313
              0.10239144                     -0.24271461
               0.1029034                      -0.2521209
              0.10341536                      -0.2638016
              0.10392731                     -0.27721638
              0.10443927                     -0.29175033
              0.10495123                     -0.30674249
              0.10546319                      -0.3215163
              0.10597514                     -0.33541043
               0.1064871                     -0.34780881
              0.10699906                     -0.35816821
              0.10751101                     -0.36604246
              0.10802297                     -0.37110197
              0.10853493                     -0.37314784
              0.10904689                     -0.37211997
              0.10955884                      -0.3680987
               0.1100708                     -0.36130017
              0.11058276                     -0.35206549
              0.11109472                     -0.34084429
              0.11160667                     -0.32817347
              0.11211863                     -0.31465219
              0.11263059                     -0.30091411
              0.11314254                     -0.28759834
               0.1136545                     -0.27532031
              0.11416646                     -0.26464393
              0.11467842                     -0.25605624
              0.11519037                     -0.24994583
              0.11570233                     -0.24658578
              0.11621429                     -0.24612202
              0.11672624                     -0.24856753
               0.1172382                     -0.25380267
              0.11775016                     -0.26158149
              0.11826212                     -0.27154373
              0.11877407                     -0.28323202
              0.11928603                     -0.29611331
              0.11979799                     -0.30960365
              0.12030995                      -0.3230951
               0.1208219                     -0.33598356
              0.12133386                      -0.3476963
              0.12184582                      -0.3577178
              0.12235777                     -0.36561293
              0.12286973                     -0.37104623
              0.12338169                     -0.37379663
              0.12389365                     -0.37376677
               0.1244056                     -0.37098673
              0.12491756                     -0.36561187
              0.12542952                     -0.35791504
              0.12594147                      -0.3482734
              0.12645343                     -0.33715065
              0.12696539                     -0.32507542
              0.12747735                     -0.31261673
               0.1279893                      -0.3003579
              0.12850126                     -0.28886984
              0.12901322                     -0.27868511
              0.12952518                     -0.27027385
              0.13003713                     -0.26402271
              0.13054909                      -0.2602177
              0.13106105                     -0.25903168
                0.131573                      -0.2605171
              0.13208496                     -0.26460428
              0.13259692                     -0.27110525
              0.13310888                     -0.27972291
              0.13362083                     -0.29006521
              0.13413279                     -0.30166351
              0.13464475                     -0.31399431
               0.1351567                     -0.32650348
              0.13566866                     -0.33863164
              0.13618062                      -0.3498397
              0.13669258                     -0.35963335
              0.13720453                     -0.36758541
              0.13771649                     -0.37335492
              0.13822845                     -0.37670229
               0.1387404                     -0.37749976
              0.13925236                     -0.37573663
              0.13976432                      -0.3715192
              0.14027628                     -0.36506536
              0.14078823                      -0.3566941
              0.14130019                     -0.34681051
              0.14181215                     -0.33588684
              0.14232411                     -0.32444069
              0.14283606                     -0.31301116
              0.14334802                     -0.30213413
              0.14385998                     -0.29231786
              0.14437193                     -0.28401992
              0.14488389                     -0.27762651
              0.14539585                     -0.27343518
              0.14590781                     -0.27164164
              0.14641976                     -0.27233126
              0.14693172                     -0.27547569
              0.14744368                     -0.28093463
              0.14795563                     -0.28846271
              0.14846759                     -0.29772113
              0.14897955                     -0.30829357
              0.14949151                     -0.31970545
              0.15000346                     -0.33144591
              0.15051542                      -0.3429912
              0.15102738                     -0.35382873
              0.15153934                     -0.36348034
              0.15205129                     -0.37152407
              0.15256325                     -0.37761313
              0.15307521                     -0.38149147
              0.15358716                     -0.38300511
              0.15409912                     -0.38210877
              0.15461108                     -0.37886749
              0.15512304                     -0.37345327
              0.15563499                     -0.36613678
              0.15614695                     -0.35727465
              0.15665891                     -0.34729283
              0.15717086                     -0.33666689
              0.15768282                     -0.32590016
              0.15819478                     -0.31550056
              0.15870674                     -0.30595746
              0.15921869                     -0.29771937
              0.15973065                     -0.29117358
              0.16024261                     -0.28662872
              0.16075457                     -0.28430094
              0.16126652                     -0.28430435
              0.16177848                     -0.28664616
              0.16229044                      -0.2912267
              0.16280239                      -0.2978444
              0.16331435                     -0.30620527
              0.16382631                     -0.31593669
              0.16433827                     -0.32660466
              0.16485022                     -0.33773386
              0.16536218                     -0.34882946
              0.16587414                     -0.35939985
              0.16638609                     -0.36897903
              0.16689805                     -0.37714785
              0.16741001                     -0.38355301
              0.16792197                     -0.38792299
              0.16843392                     -0.39008022
              0.16894588                     -0.38994889
              0.16945784                     -0.38755808
              0.16996979                     -0.38304019
              0.17048175                     -0.37662449
              0.17099371                     -0.36862643
              0.17150567                     -0.35943293
              0.17201762                     -0.34948449
              0.17252958                     -0.33925495
              0.17304154                     -0.32922966
               0.1735535                     -0.31988336
              0.17406545                     -0.31165841
              0.17457741                     -0.30494478
              0.17508937                     -0.30006224
              0.17560132                     -0.29724605
              0.17611328                     -0.29663636
              0.17662524                     -0.29827209
               0.1771372                     -0.30208942
              0.17764915                     -0.30792495
              0.17816111                     -0.31552345
              0.17867307                     -0.32454978
              0.17918502                     -0.33460435
              0.17969698                     -0.34524163
              0.18020894                     -0.35599056
               0.1807209                     -0.36637621
              0.18123285                     -0.37594144
              0.18174481                     -0.38426783
              0.18225677                     -0.39099464
              0.18276873                     -0.39583522
              0.18328068                     -0.39858993
              0.18379264                     -0.39915506
               0.1843046                     -0.39752736
              0.18481655                     -0.39380395
              0.18532851                     -0.38817768
              0.18584047                     -0.38092807
              0.18635243                     -0.37240835
              0.18686438                     -0.36302915
              0.18737634                     -0.35323961
               0.1878883                     -0.34350674
              0.18840025                     -0.33429403
              0.18891221                     -0.32604029
              0.18942417                     -0.31913956
              0.18993613                     -0.31392329
              0.19044808                     -0.31064519
              0.19096004                     -0.30946987
                0.191472                     -0.31046544
              0.19198396                     -0.31360057
              0.19249591                     -0.31874617
              0.19300787                      -0.3256814
              0.19351983                     -0.33410402
              0.19403178                     -0.34364431
              0.19454374                      -0.3538821
               0.1950557                     -0.36436612
              0.19556766                     -0.37463468
              0.19607961                     -0.38423679
              0.19659157                     -0.39275278
              0.19710353                     -0.39981348
              0.19761548                     -0.40511695
              0.19812744                     -0.40844226
               0.1986394                     -0.40965942
              0.19915136                     -0.40873518
              0.19966331                     -0.40573444
              0.20017527                     -0.40081706
              0.20068723                     -0.39423047
              0.20119918                     -0.38629816
              0.20171114                     -0.37740482
               0.2022231                      -0.3679786
              0.20273506                     -0.35847149
              0.20324701                     -0.34933857
              0.20375897                     -0.34101724
              0.20427093                     -0.33390718
              0.20478289                     -0.32835214
              0.20529484                     -0.32462426
               0.2058068                     -0.32291175
              0.20631876                     -0.32331034
              0.20683071                     -0.32581907
              0.20734267                      -0.3303404
              0.20785463                     -0.33668484
              0.20836659                      -0.3445797
              0.20887854                     -0.35368169
               0.2093905                     -0.36359268
              0.20990246                     -0.37387803
              0.21041441                      -0.3840865
              0.21092637                      -0.3937709
              0.21143833                     -0.40250858
              0.21195029                     -0.40992073
              0.21246224                     -0.41568969
               0.2129742                     -0.41957341
              0.21348616                     -0.42141647
              0.21399812                     -0.42115708
              0.21451007                     -0.41882986
              0.21502203                     -0.41456411
              0.21553399                     -0.40857787
              0.21604594                      -0.4011678
               0.2165579                     -0.39269559
              0.21706986                     -0.38357129
              0.21758182                     -0.37423454
              0.21809377                      -0.3651344
              0.21860573                      -0.3567088
              0.21911769                      -0.3493645
              0.21962964                     -0.34345848
               0.2201416                     -0.33928164
              0.22065356                     -0.33704555
              0.22116552                     -0.33687278
              0.22167747                     -0.33879139
              0.22218943                     -0.34273367
              0.22270139                     -0.34853933
              0.22321335                     -0.35596288
               0.2237253                     -0.36468493
              0.22423726                     -0.37432684
              0.22474922                      -0.3844681
              0.22526117                     -0.39466561
              0.22577313                     -0.40447395
              0.22628509                     -0.41346583
              0.22679705                      -0.4212516
                0.227309                     -0.42749709
              0.22782096                     -0.43193887
              0.22833292                     -0.43439632
              0.22884487                     -0.43477984
              0.22935683                     -0.43309491
              0.22986879                     -0.42944185
              0.23038075                     -0.42401112
               0.2308927                     -0.41707465
              0.23140466                     -0.40897331
              0.23191662                     -0.40010129
              0.23242857                     -0.39088806
              0.23294053                     -0.38177864
              0.23345249                     -0.37321329
              0.23396445                     -0.36560728
               0.2344764                     -0.35933193
              0.23498836                     -0.35469756
              0.23550032                     -0.35193934
              0.23601228                     -0.35120649
              0.23652423                     -0.35255548
              0.23703619                     -0.35594743
              0.23754815                     -0.36124994
               0.2380601                     -0.36824309
              0.23857206                     -0.37662958
              0.23908402                     -0.38604834
              0.23959598                     -0.39609102
              0.24010793                     -0.40632075
              0.24061989                     -0.41629212
              0.24113185                     -0.42557158
               0.2416438                     -0.43375733
              0.24215576                     -0.44049768
              0.24266772                      -0.4455072
              0.24317968                     -0.44857981
              0.24369163                     -0.44959818
              0.24420359                     -0.44853918
              0.24471555                     -0.44547493
              0.24522751                      -0.4405695
              0.24573946                     -0.43407145
              0.24625142                     -0.42630242
              0.24676338                     -0.41764245
              0.24727533                     -0.40851257
              0.24778729                     -0.39935552
              0.24829925                     -0.39061549
              0.24881121                     -0.38271774
              0.24932316                     -0.37604915
              0.24983512                     -0.37094045
              0.25034708                     -0.36765106
              0.25085903                     -0.36635718
              0.25137099                     -0.36714367
              0.25188295                     -0.37000013
              0.25239491                     -0.37482135
              0.25290686                     -0.38141205
              0.25341882                     -0.38949581
              0.25393078                      -0.3987277
              0.25444274                     -0.40871004
              0.25495469                     -0.41901058
              0.25546665                     -0.42918231
              0.25597861                     -0.43878392
              0.25649056                     -0.44740003
              0.25700252                     -0.45466024
              0.25751448                     -0.46025613
              0.25802644                     -0.46395542
              0.25853839                     -0.46561269
              0.25905035                     -0.46517608
              0.25956231                     -0.46268974
              0.26007426                     -0.45829187
              0.26058622                     -0.45220846
              0.26109818                     -0.44474299
              0.26161014                     -0.43626261
              0.26212209                      -0.4271813
              0.26263405                     -0.41794101
              0.26314601                     -0.40899139
              0.26365796                     -0.40076917
              0.26416992                     -0.39367818
              0.26468188                     -0.38807079
              0.26519384                     -0.38423171
              0.26570579                     -0.38236489
              0.26621775                     -0.38258411
              0.26672971                     -0.38490765
              0.26724167                     -0.38925739
              0.26775362                     -0.39546231
              0.26826558                     -0.40326618
              0.26877754                      -0.4123393
              0.26928949                     -0.42229346
              0.26980145                     -0.43269975
              0.27031341                     -0.44310809
              0.27082537                     -0.45306792
              0.27133732                     -0.46214881
              0.27184928                     -0.46996022
              0.27236124                     -0.47616943
              0.27287319                     -0.48051688
              0.27338515                     -0.48282815
              0.27389711                     -0.48302204
              0.27440907                      -0.4811144
              0.27492102                     -0.47721752
              0.27543298                     -0.47153514
              0.27594494                     -0.46435313
               0.2764569                      -0.4560266
              0.27696885                      -0.4469636
              0.27748081                     -0.43760657
              0.27799277                     -0.42841203
              0.27850472                     -0.41982974
              0.27901668                     -0.41228199
              0.27952864                     -0.40614428
               0.2800406                       -0.401728
              0.28055255                     -0.39926608
              0.28106451                     -0.39890218
              0.28157647                     -0.40068403
              0.28208842                     -0.40456106
              0.28260038                     -0.41038658
              0.28311234                     -0.41792439
               0.2836243                     -0.42685949
              0.28413625                     -0.43681235
              0.28464821                     -0.44735627
              0.28516017                     -0.45803686
              0.28567213                      -0.4683928
              0.28618408                     -0.47797704
              0.28669604                     -0.48637725
                0.287208                     -0.49323486
              0.28771995                     -0.49826151
              0.28823191                     -0.50125243
              0.28874387                     -0.50209596
              0.28925583                     -0.50077881
              0.28976778                     -0.49738684
              0.29027974                     -0.49210127
               0.2907917                     -0.48519056
              0.29130365                     -0.47699823
              0.29181561                     -0.46792724
              0.29232757                     -0.45842159
              0.29283953                     -0.44894609
              0.29335148                     -0.43996502
              0.29386344                     -0.43192085
               0.2943754                     -0.42521395
              0.29488735                     -0.42018412
              0.29539931                     -0.41709488
              0.29591127                      -0.4161213
              0.29642323                     -0.41734175
              0.29693518                     -0.42073418
              0.29744714                     -0.42617687
               0.2979591                     -0.43345392
              0.29847106                     -0.44226489
              0.29898301                     -0.45223846
              0.29949497                     -0.46294929
              0.30000693                     -0.47393747
              0.30051888                     -0.48472949
              0.30103084                     -0.49485998
               0.3015428                     -0.50389303
              0.30205476                     -0.51144228
              0.30256671                      -0.5171887
              0.30307867                      -0.5208954
              0.30359063                     -0.52241863
              0.30410258                     -0.52171459
              0.30461454                     -0.51884165
               0.3051265                     -0.51395787
              0.30563846                     -0.50731396
              0.30615041                       -0.499242
              0.30666237                     -0.49014037
              0.30717433                     -0.48045562
              0.30768629                     -0.47066207
              0.30819824                     -0.46124016
               0.3087102                      -0.4526544
              0.30922216                       -0.445332
              0.30973411                     -0.43964325
              0.31024607                     -0.43588434
              0.31075803                     -0.43426367
              0.31126999                     -0.43489203
              0.31178194                     -0.43777733
               0.3122939                       -0.442824
              0.31280586                     -0.44983711
              0.31331781                      -0.4585311
              0.31382977                     -0.46854266
              0.31434173                     -0.47944722
              0.31485369                     -0.49077827
              0.31536564                     -0.50204866
