        Frequency / GHz                Y140mm/imaginary
              0.03122939                      -13.916153
             0.031741347                      -14.189876
             0.032253304                      -14.397392
             0.032765262                      -14.531687
             0.033277219                      -14.589145
             0.033789176                      -14.569604
             0.034301133                      -14.476272
             0.034813091                      -14.315489
             0.035325048                      -14.096373
             0.035837005                      -13.830342
             0.036348962                      -13.530564
             0.036860919                       -13.21133
             0.037372877                      -12.887404
             0.037884834                      -12.573367
             0.038396791                      -12.282983
             0.038908748                      -12.028614
             0.039420705                      -11.820716
             0.039932663                      -11.667423
              0.04044462                      -11.574249
             0.040956577                      -11.543905
             0.041468534                      -11.576246
             0.041980492                      -11.668345
             0.042492449                      -11.814682
             0.043004406                      -12.007451
             0.043516363                      -12.236953
              0.04402832                      -12.492067
             0.044540278                      -12.760774
             0.045052235                      -13.030709
             0.045564192                      -13.289713
             0.046076149                      -13.526372
             0.046588106                      -13.730505
             0.047100064                      -13.893592
             0.047612021                      -14.009118
             0.048123978                      -14.072824
             0.048635935                      -14.082849
             0.049147892                      -14.039766
              0.04965985                      -13.946511
             0.050171807                      -13.808206
             0.050683764                      -13.631888
             0.051195721                       -13.42616
             0.051707679                       -13.20078
             0.052219636                        -12.9662
             0.052731593                      -12.733092
              0.05324355                      -12.511862
             0.053755507                      -12.312195
             0.054267465                       -12.14263
             0.054779422                      -12.010205
             0.055291379                       -11.92016
             0.055803336                      -11.875741
             0.056315293                      -11.878083
             0.056827251                        -11.9262
             0.057339208                      -12.017059
             0.057851165                      -12.145756
             0.058363122                      -12.305762
              0.05887508                      -12.489242
             0.059387037                      -12.687433
             0.059898994                      -12.891044
             0.060410951                      -13.090689
             0.060922908                      -13.277304
             0.061434866                      -13.442554
             0.061946823                      -13.579191
              0.06245878                       -13.68137
             0.062970737                      -13.744882
             0.063482694                      -13.767327
             0.063994652                      -13.748191
             0.064506609                      -13.688841
             0.065018566                      -13.592439
             0.065530523                      -13.463771
             0.066042481                       -13.30901
             0.066554438                      -13.135418
             0.067066395                      -12.951002
             0.067578352                      -12.764147
             0.068090309                       -12.58323
             0.068602267                      -12.416242
             0.069114224                      -12.270435
             0.069626181                      -12.152003
             0.070138138                       -12.06582
             0.070650095                      -12.015235
             0.071162053                      -12.001939
              0.07167401                      -12.025916
             0.072185967                       -12.08546
             0.072697924                      -12.177279
             0.073209882                      -12.296657
             0.073721839                      -12.437691
             0.074233796                       -12.59357
             0.074745753                      -12.756894
              0.07525771                      -12.920014
             0.075769668                      -13.075385
             0.076281625                      -13.215899
             0.076793582                      -13.335208
             0.077305539                      -13.427999
             0.077817496                       -13.49022
             0.078329454                      -13.519252
             0.078841411                      -13.514009
             0.079353368                      -13.474969
             0.079865325                      -13.404136
             0.080377283                      -13.304933
              0.08088924                      -13.182027
             0.081401197                      -13.041107
             0.081913154                      -12.888617
             0.082425111                      -12.731452
             0.082937069                      -12.576641
             0.083449026                      -12.431032
             0.083960983                       -12.30098
              0.08447294                      -12.192064
             0.084984897                      -12.108843
             0.085496855                      -12.054664
             0.086008812                      -12.031515
             0.086520769                      -12.039958
             0.087032726                      -12.079111
             0.087544684                      -12.146707
             0.088056641                      -12.239207
             0.088568598                      -12.351978
             0.089080555                      -12.479509
             0.089592512                      -12.615673
              0.09010447                      -12.754009
             0.090616427                       -12.88802
             0.091128384                      -13.011465
             0.091640341                      -13.118644
             0.092152298                      -13.204647
             0.092664256                      -13.265574
             0.093176213                      -13.298697
              0.09368817                      -13.302579
             0.094200127                      -13.277122
             0.094712084                      -13.223562
             0.095224042                      -13.144401
             0.095735999                      -13.043281
             0.096247956                      -12.924807
             0.096759913                      -12.794334
             0.097271871                      -12.657712
             0.097783828                      -12.521019
             0.098295785                      -12.390282
             0.098807742                      -12.271204
             0.099319699                      -12.168908
             0.099831657                      -12.087708
              0.10034361                      -12.030922
              0.10085557                      -12.000726
              0.10136753                      -11.998071
              0.10187949                       -12.02264
              0.10239144                      -12.072884
               0.1029034                      -12.146095
              0.10341536                      -12.238539
              0.10392731                      -12.345638
              0.10443927                      -12.462181
              0.10495123                      -12.582568
              0.10546319                      -12.701066
              0.10597514                      -12.812073
               0.1064871                       -12.91037
              0.10699906                      -12.991354
              0.10751101                      -13.051246
              0.10802297                      -13.087256
              0.10853493                        -13.0977
              0.10904689                       -13.08207
              0.10955884                      -13.041049
               0.1100708                      -12.976469
              0.11058276                      -12.891222
              0.11109472                      -12.789118
              0.11160667                      -12.674707
              0.11211863                      -12.553067
              0.11263059                      -12.429567
              0.11314254                      -12.309621
               0.1136545                      -12.198443
              0.11416646                      -12.100811
              0.11467842                       -12.02085
              0.11519037                      -11.961851
              0.11570233                      -11.926127
              0.11621429                      -11.914912
              0.11672624                      -11.928315
               0.1172382                      -11.965321
              0.11775016                      -12.023845
              0.11826212                      -12.100833
              0.11877407                      -12.192408
              0.11928603                      -12.294054
              0.11979799                      -12.400822
              0.12030995                      -12.507562
               0.1208219                      -12.609156
              0.12133386                       -12.70075
              0.12184582                      -12.777979
              0.12235777                      -12.837157
              0.12286973                      -12.875442
              0.12338169                      -12.890964
              0.12389365                      -12.882898
               0.1244056                      -12.851502
              0.12491756                      -12.798093
              0.12542952                      -12.724984
              0.12594147                      -12.635372
              0.12645343                      -12.533187
              0.12696539                      -12.422909
              0.12747735                      -12.309358
               0.1279893                      -12.197478
              0.12850126                      -12.092105
              0.12901322                      -11.997751
              0.12952518                      -11.918398
              0.13003713                      -11.857321
              0.13054909                      -11.816942
              0.13106105                      -11.798724
                0.131573                      -11.803111
              0.13208496                      -11.829509
              0.13259692                      -11.876326
              0.13310888                      -11.941042
              0.13362083                      -12.020335
              0.13413279                      -12.110233
              0.13464475                        -12.2063
               0.1351567                      -12.303841
              0.13566866                      -12.398117
              0.13618062                      -12.484561
              0.13669258                      -12.558984
              0.13720453                       -12.61777
              0.13771649                      -12.658029
              0.13822845                      -12.677735
               0.1387404                      -12.675805
              0.13925236                      -12.652151
              0.13976432                      -12.607674
              0.14027628                      -12.544223
              0.14078823                      -12.464502
              0.14130019                      -12.371943
              0.14181215                      -12.270549
              0.14232411                      -12.164706
              0.14283606                      -12.058982
              0.14334802                      -11.957916
              0.14385998                      -11.865814
              0.14437193                      -11.786553
              0.14488389                      -11.723404
              0.14539585                      -11.678886
              0.14590781                      -11.654657
              0.14641976                      -11.651437
              0.14693172                      -11.668986
              0.14744368                      -11.706112
              0.14795563                      -11.760737
              0.14846759                      -11.829987
              0.14897955                      -11.910335
              0.14949151                      -11.997759
              0.15000346                       -12.08793
              0.15051542                      -12.176412
              0.15102738                       -12.25886
              0.15153934                      -12.331224
              0.15205129                      -12.389931
              0.15256325                      -12.432043
              0.15307521                      -12.455393
              0.15358716                      -12.458676
              0.15409912                      -12.441512
              0.15461108                      -12.404452
              0.15512304                      -12.348956
              0.15563499                      -12.277318
              0.15614695                      -12.192561
              0.15665891                      -12.098295
              0.15717086                      -11.998549
              0.15768282                       -11.89759
              0.15819478                      -11.799719
              0.15870674                      -11.709084
              0.15921869                      -11.629482
              0.15973065                      -11.564196
              0.16024261                      -11.515838
              0.16075457                      -11.486238
              0.16126652                      -11.476361
              0.16177848                      -11.486268
              0.16229044                      -11.515112
              0.16280239                      -11.561184
              0.16331435                      -11.621991
              0.16382631                      -11.694376
              0.16433827                      -11.774661
              0.16485022                      -11.858817
              0.16536218                      -11.942653
              0.16587414                      -12.022003
              0.16638609                      -12.092919
              0.16689805                      -12.151852
              0.16741001                      -12.195808
              0.16792197                       -12.22249
              0.16843392                      -12.230392
              0.16894588                      -12.218876
              0.16945784                      -12.188189
              0.16996979                      -12.139455
              0.17048175                      -12.074617
              0.17099371                       -11.99635
              0.17150567                      -11.907932
              0.17201762                      -11.813097
              0.17252958                       -11.71586
              0.17304154                      -11.620333
               0.1735535                      -11.530538
              0.17406545                      -11.450223
              0.17457741                       -11.38269
              0.17508937                      -11.330647
              0.17560132                      -11.296088
              0.17611328                      -11.280197
              0.17662524                      -11.283302
               0.1771372                      -11.304862
              0.17764915                       -11.34349
              0.17816111                      -11.397022
              0.17867307                      -11.462618
              0.17918502                      -11.536892
              0.17969698                      -11.616067
              0.18020894                      -11.696153
               0.1807209                      -11.773125
              0.18123285                      -11.843112
              0.18174481                      -11.902568
              0.18225677                      -11.948438
              0.18276873                      -11.978295
              0.18328068                      -11.990449
              0.18379264                      -11.984024
               0.1843046                      -11.958992
              0.18481655                      -11.916179
              0.18532851                      -11.857221
              0.18584047                      -11.784486
              0.18635243                      -11.700969
              0.18686438                      -11.610151
              0.18737634                      -11.515836
               0.1878883                      -11.421981
              0.18840025                      -11.332515
              0.18891221                      -11.251153
              0.18942417                      -11.181234
              0.18993613                      -11.125565
              0.19044808                      -11.086294
              0.19096004                      -11.064814
                0.191472                        -11.0617
              0.19198396                      -11.076686
              0.19249591                      -11.108675
              0.19300787                      -11.155797
              0.19351983                      -11.215487
              0.19403178                      -11.284613
              0.19454374                      -11.359615
               0.1950557                      -11.436668
              0.19556766                       -11.51186
              0.19607961                      -11.581371
              0.19659157                      -11.641646
              0.19710353                      -11.689559
              0.19761548                      -11.722551
              0.19812744                      -11.738753
               0.1986394                      -11.737066
              0.19915136                      -11.717209
              0.19966331                      -11.679734
              0.20017527                      -11.625997
              0.20068723                      -11.558095
              0.20119918                      -11.478772
              0.20171114                      -11.391288
               0.2022231                       -11.29927
              0.20273506                      -11.206548
              0.20324701                      -11.116979
              0.20375897                      -11.034267
              0.20427093                      -10.961798
              0.20478289                      -10.902484
              0.20529484                      -10.858629
               0.2058068                      -10.831826
              0.20631876                      -10.822885
              0.20683071                      -10.831794
              0.20734267                      -10.857727
              0.20785463                      -10.899077
              0.20836659                       -10.95353
              0.20887854                      -11.018178
               0.2093905                      -11.089647
              0.20990246                      -11.164254
              0.21041441                      -11.238174
              0.21092637                      -11.307621
              0.21143833                      -11.369012
              0.21195029                       -11.41914
              0.21246224                      -11.455315
               0.2129742                      -11.475488
              0.21348616                      -11.478343
              0.21399812                      -11.463358
              0.21451007                       -11.43083
              0.21502203                      -11.381854
              0.21553399                      -11.318281
              0.21604594                      -11.242625
               0.2165579                      -11.157951
              0.21706986                      -11.067736
              0.21758182                      -10.975703
              0.21809377                      -10.885659
              0.21860573                      -10.801312
              0.21911769                      -10.726109
              0.21962964                      -10.663073
               0.2201416                      -10.614667
              0.22065356                      -10.582683
              0.22116552                      -10.568156
              0.22167747                      -10.571324
              0.22218943                       -10.59161
              0.22270139                      -10.627654
              0.22321335                      -10.677376
               0.2237253                      -10.738067
              0.22423726                      -10.806519
              0.22474922                      -10.879169
              0.22526117                      -10.952261
              0.22577313                      -11.022022
              0.22628509                      -11.084832
              0.22679705                      -11.137391
                0.227309                      -11.176869
              0.22782096                      -11.201035
              0.22833292                      -11.208361
              0.22884487                       -11.19809
              0.22935683                       -11.17027
              0.22986879                      -11.125753
              0.23038075                      -11.066155
               0.2308927                      -10.993781
              0.23140466                      -10.911519
              0.23191662                      -10.822713
              0.23242857                      -10.730999
              0.23294053                       -10.64015
              0.23345249                      -10.553895
              0.23396445                      -10.475751
               0.2344764                      -10.408865
              0.23498836                      -10.355863
              0.23550032                      -10.318737
              0.23601228                      -10.298749
              0.23652423                      -10.296376
              0.23703619                      -10.311286
              0.23754815                      -10.342356
               0.2380601                       -10.38772
              0.23857206                      -10.444858
              0.23908402                      -10.510711
              0.23959598                      -10.581816
              0.24010793                      -10.654473
              0.24061989                      -10.724908
              0.24113185                      -10.789447
               0.2416438                      -10.844688
              0.24215576                      -10.887652
              0.24266772                      -10.915922
              0.24317968                      -10.927754
              0.24369163                      -10.922156
              0.24420359                      -10.898934
              0.24471555                        -10.8587
              0.24522751                      -10.802848
              0.24573946                      -10.733485
              0.24625142                      -10.653337
              0.24676338                      -10.565626
              0.24727533                      -10.473919
              0.24778729                      -10.381968
              0.24829925                      -10.293536
              0.24881121                      -10.212226
              0.24932316                      -10.141315
              0.24983512                      -10.083603
              0.25034708                      -10.041287
              0.25085903                      -10.015858
              0.25137099                      -10.008033
              0.25188295                      -10.017721
              0.25239491                      -10.044029
              0.25290686                      -10.085301
              0.25341882                      -10.139194
              0.25393078                      -10.202782
              0.25444274                      -10.272697
              0.25495469                      -10.345275
              0.25546665                      -10.416728
              0.25597861                      -10.483319
              0.25649056                      -10.541528
              0.25700252                      -10.588218
              0.25751448                      -10.620778
              0.25802644                      -10.637242
              0.25853839                       -10.63638
              0.25905035                      -10.617754
              0.25956231                       -10.58174
              0.26007426                      -10.529513
              0.26058622                      -10.462988
              0.26109818                      -10.384738
              0.26161014                      -10.297876
              0.26212209                      -10.205909
              0.26263405                      -10.112583
              0.26314601                      -10.021708
              0.26365796                      -9.9369828
              0.26416992                      -9.8618286
              0.26468188                      -9.7992293
              0.26519384                      -9.7515956
              0.26570579                      -9.7206536
              0.26621775                      -9.7073651
              0.26672971                      -9.7118828
              0.26724167                      -9.7335427
              0.26775362                      -9.7708936
              0.26826558                       -9.821763
              0.26877754                      -9.8833557
              0.26928949                      -9.9523815
              0.26980145                      -10.025206
              0.27031341                      -10.098015
              0.27082537                      -10.166991
              0.27133732                      -10.228489
              0.27184928                      -10.279201
              0.27236124                      -10.316309
              0.27287319                      -10.337616
              0.27338515                      -10.341647
              0.27389711                      -10.327715
              0.27440907                      -10.295957
              0.27492102                      -10.247328
              0.27543298                      -10.183555
              0.27594494                      -10.107062
               0.2764569                       -10.02086
              0.27696885                       -9.928407
              0.27748081                      -9.8334519
              0.27799277                      -9.7398631
              0.27850472                      -9.6514508
              0.27901668                      -9.5717921
              0.27952864                      -9.5040672
               0.2800406                      -9.4509127
              0.28055255                         -9.4143
              0.28106451                      -9.3954442
              0.28157647                      -9.3947473
              0.28208842                      -9.4117784
              0.28260038                      -9.4452926
              0.28311234                      -9.4932866
               0.2836243                      -9.5530896
              0.28413625                      -9.6214848
              0.28464821                       -9.694856
              0.28516017                      -9.7693528
              0.28567213                      -9.8410669
              0.28618408                       -9.906211
              0.28669604                       -9.961293
                0.287208                      -10.003276
              0.28771995                       -10.02972
              0.28823191                       -10.03889
              0.28874387                      -10.029845
              0.28925583                      -10.002473
              0.28976778                      -9.9575042
              0.29027974                      -9.8964772
               0.2907917                      -9.8216682
              0.29130365                      -9.7359894
              0.29181561                      -9.6428564
              0.29232757                      -9.5460318
              0.29283953                       -9.449454
              0.29335148                      -9.3570564
              0.29386344                      -9.2725874
               0.2943754                      -9.1994376
              0.29488735                      -9.1404845
              0.29539931                      -9.0979587
              0.29591127                      -9.0733411
              0.29642323                      -9.0672933
              0.29693518                      -9.0796259
              0.29744714                      -9.1093052
               0.2979591                      -9.1544996
              0.29847106                      -9.2126616
              0.29898301                      -9.2806436
              0.29949497                      -9.3548408
              0.30000693                      -9.4313558
              0.30051888                      -9.5061769
              0.30103084                      -9.5753615
               0.3015428                      -9.6352175
              0.30205476                      -9.6824728
              0.30256671                      -9.7144266
              0.30307867                      -9.7290739
              0.30359063                      -9.7251995
              0.30410258                      -9.7024349
              0.30461454                      -9.6612774
               0.3051265                      -9.6030687
              0.30563846                      -9.5299354
              0.30615041                       -9.444693
              0.30666237                      -9.3507184
              0.30717433                      -9.2517961
              0.30768629                      -9.1519454
              0.30819824                      -9.0552367
               0.3087102                       -8.965605
              0.30922216                      -8.8866688
              0.30973411                      -8.8215635
              0.31024607                      -8.7727967
              0.31075803                      -8.7421314
              0.31126999                      -8.7305038
              0.31178194                      -8.7379783
               0.3122939                      -8.7637422
              0.31280586                      -8.8061415
              0.31331781                      -8.8627546
              0.31382977                      -8.9305015
              0.31434173                      -9.0057834
              0.31485369                      -9.0846471
              0.31536564                      -9.1629648
               0.3158776                      -9.2366238
              0.31638956                      -9.3017147
              0.31690152                      -9.3547112
              0.31741347                      -9.3926334
              0.31792543                      -9.4131852
              0.31843739                      -9.4148617
              0.31894934                      -9.3970205
               0.3194613                      -9.3599124
              0.31997326                      -9.3046733
              0.32048522                      -9.2332735
              0.32099717                      -9.1484299
              0.32150913                       -9.053483
              0.32202109                      -8.9522454
              0.32253304                      -8.8488278
                0.323045                      -8.7474518
              0.32355696                      -8.6522559
              0.32406892                      -8.5671055
              0.32458087                      -8.4954149
              0.32509283                      -8.4399896
              0.32560479                      -8.4028957
              0.32611674                       -8.385363
               0.3266287                      -8.3877268
              0.32714066                      -8.4094093
              0.32765262                      -8.4489444
              0.32816457                      -8.5040422
              0.32867653                      -8.5716914
              0.32918849                      -8.6482964
              0.32970045                      -8.7298397
               0.3302124                      -8.8120656
              0.33072436                       -8.890675
              0.33123632                      -8.9615218
              0.33174827                      -9.0208045
              0.33226023                      -9.0652411
              0.33277219                      -9.0922213
              0.33328415                      -9.0999284
               0.3337961                      -9.0874247
              0.33430806                      -9.0546975
              0.33482002                      -9.0026621
              0.33533197                      -8.9331225
              0.33584393                      -8.8486916
              0.33635589                      -8.7526732
              0.33686785                       -8.648913
               0.3373798                      -8.5416231
              0.33789176                      -8.4351904
              0.33840372                      -8.3339755
              0.33891568                      -8.2421125
              0.33942763                      -8.1633184
              0.33993959                      -8.1007216
              0.34045155                      -8.0567163
               0.3409635                      -8.0328503
              0.34147546                      -8.0297512
              0.34198742                      -8.0470952
              0.34249938                      -8.0836183
              0.34301133                      -8.1371718
              0.34352329                      -8.2048182
              0.34403525                       -8.282963
               0.3445472                      -8.3675182
              0.34505916                      -8.4540879
              0.34557112                      -8.5381692
              0.34608308                      -8.6153588
              0.34659503                      -8.6815551
              0.34710699                      -8.7331477
              0.34761895                      -8.7671845
              0.34813091                      -8.7815098
              0.34864286                      -8.7748654
              0.34915482                      -8.7469516
              0.34966678                      -8.6984442
              0.35017873                      -8.6309667
              0.35069069                      -8.5470189
              0.35120265                       -8.449865
              0.35171461                      -8.3433868
              0.35222656                      -8.2319071
              0.35273852                       -8.119993
              0.35325048                       -8.012247
              0.35376243                      -7.9130961
              0.35427439                      -7.8265874
              0.35478635                      -7.7562016
              0.35529831                      -7.7046908
              0.35581026                      -7.6739499
              0.35632222                      -7.6649265
              0.35683418                      -7.6775737
              0.35734614                      -7.7108495
              0.35785809                      -7.7627603
              0.35837005                      -7.8304496
              0.35888201                      -7.9103257
              0.35939396                      -7.9982243
              0.35990592                      -8.0895974
              0.36041788                      -8.1797207
              0.36092984                      -8.2639098
              0.36144179                       -8.337736
              0.36195375                      -8.3972296
              0.36246571                      -8.4390648
              0.36297766                      -8.4607143
              0.36348962                       -8.460568
              0.36400158                      -8.4380112
              0.36451354                      -8.3934558
              0.36502549                      -8.3283254
              0.36553745                      -8.2449939
              0.36604941                        -8.14668
              0.36656136                      -8.0373024
              0.36707332                      -7.9213029
              0.36758528                      -7.8034442
              0.36809724                      -7.6885922
              0.36860919                      -7.5814937
              0.36912115                       -7.486557
              0.36963311                      -7.4076491
              0.37014507                      -7.3479153
              0.37065702                      -7.3096324
              0.37116898                      -7.2941007
              0.37168094                      -7.3015802
              0.37219289                      -7.3312751
              0.37270485                      -7.3813657
              0.37321681                       -7.449088
              0.37372877                      -7.5308572
              0.37424072                      -7.6224288
              0.37475268                      -7.7190908
              0.37526464                      -7.8158787
              0.37577659                      -7.9078018
              0.37628855                      -7.9900728
              0.37680051                      -8.0583284
              0.37731247                       -8.108831
              0.37782442                      -8.1386436
              0.37833638                      -8.1457674
              0.37884834                      -8.1292375
               0.3793603                      -8.0891717
              0.37987225                      -8.0267694
              0.38038421                       -7.944261
              0.38089617                      -7.8448097
              0.38140812                      -7.7323702
              0.38192008                      -7.6115102
              0.38243204                      -7.4872035
                0.382944                      -7.3646028
              0.38345595                      -7.2488043
              0.38396791                      -7.1446129
              0.38447987                      -7.0563206
              0.38499182                      -6.9875074
              0.38550378                      -6.9408732
              0.38601574                      -6.9181104
               0.3865277                      -6.9198221
              0.38703965                      -6.9454893
              0.38755161                        -6.99349
              0.38806357                      -7.0611691
              0.38857553                      -7.1449557
              0.38908748                      -7.2405233
              0.38959944                       -7.342985
               0.3901114                       -7.447116
              0.39062335                      -7.5475913
              0.39113531                      -7.6392308
              0.39164727                      -7.7172373
              0.39215923                      -7.7774186
              0.39267118                       -7.816383
              0.39318314                      -7.8316985
               0.3936951                      -7.8220087
              0.39420705                      -7.7871003
              0.39471901                      -7.7279176
              0.39523097                      -7.6465246
              0.39574293                      -7.5460151
              0.39625488                      -7.4303754
              0.39676684                      -7.3043051
               0.3972788                      -7.1730045
              0.39779075                      -7.0419379
              0.39830271                       -6.916584
              0.39881467                      -6.8021839
              0.39932663                      -6.7034998
              0.39983858                      -6.6245934
              0.40035054                      -6.5686365
               0.4008625                      -6.5377609
              0.40137446                      -6.5329557
              0.40188641                      -6.5540168
              0.40239837                      -6.5995501
              0.40291033                      -6.6670306
              0.40342228                      -6.7529127
              0.40393424                      -6.8527882
               0.4044462                      -6.9615854
              0.40495816                       -7.073798
              0.40547011                      -7.1837371
              0.40598207                      -7.2857906
              0.40649403                      -7.3746823
              0.40700598                      -7.4457155
              0.40751794                      -7.4949918
               0.4080299                      -7.5195937
              0.40854186                      -7.5177238
              0.40905381                      -7.4887926
              0.40956577                      -7.4334515
              0.41007773                      -7.3535688
              0.41058969                      -7.2521501
              0.41110164                      -7.1332052
               0.4116136                      -7.0015695
              0.41212556                      -6.8626853
              0.41263751                      -6.7223549
              0.41314947                      -6.5864758
              0.41366143                      -6.4607703
              0.41417339                      -6.3505214
              0.41468534                      -6.2603281
               0.4151973                      -6.1938906
              0.41570926                      -6.1538357
              0.41622121                      -6.1415907
              0.41673317                      -6.1573121
              0.41724513                      -6.1998716
              0.41775709                      -6.2669014
              0.41826904                      -6.3548975
                0.418781                       -6.459374
              0.41929296                      -6.5750647
              0.41980492                      -6.6961613
              0.42031687                      -6.8165772
              0.42082883                       -6.930226
              0.42134079                       -7.031301
              0.42185274                      -7.1145439
               0.4223647                      -7.1754888
              0.42287666                      -7.2106718
              0.42338862                      -7.2177954
              0.42390057                      -7.1958399
              0.42441253                      -7.1451174
              0.42492449                      -7.0672639
              0.42543644                      -6.9651714
               0.4259484                      -6.8428612
              0.42646036                      -6.7053057
              0.42697232                       -6.558204
              0.42748427                      -6.4077246
              0.42799623                      -6.2602238
